ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
600760.SH,20260529,42.98,0.625,1.8995,1.06,34.6392,37.4682,5.2912,12185237.0808,12161417.294
600760.SH,20260528,42.83,0.3832,1.1645,0.62,34.5183,37.3374,5.2727,12142710.6601,12118974.0042
600760.SH,20260527,42.68,0.5205,1.5817,0.8,34.3974,37.2067,5.2543,12100184.2394,12076530.7145
600760.SH,20260526,43.64,0.6259,1.9021,1.04,35.1711,38.0436,5.2027,12372353.3319,12348167.769
600760.SH,20260525,44.22,0.8392,2.5503,1.52,35.6386,38.5492,5.2719,12536788.8253,12512281.8227
600760.SH,20260522,45.44,0.5682,1.7266,1.03,36.6218,39.6127,5.4173,12882670.3804,12857487.2461
600760.SH,20260521,45.96,0.5416,1.6458,0.91,37.0409,40.066,5.4793,13030095.3055,13004623.984
600760.SH,20260520,45.89,0.6643,2.0189,1.05,36.9845,40.005,5.471,13010249.6425,12984817.1154
600760.SH,20260519,47.1,0.3878,1.1785,0.45,37.9597,41.0598,5.6152,13353296.1029,13327192.9862
600760.SH,20260518,46.63,0.5909,1.7959,0.62,37.5809,40.6501,5.5592,13220046.6514,13194204.0116
600760.SH,20260515,47.29,0.5723,1.7392,0.51,38.1128,41.2255,5.6379,13407162.9025,13380954.4866
600760.SH,20260514,47.9,0.7586,2.3054,0.7,38.6044,41.7572,5.7106,13580103.6801,13553557.1983
600760.SH,20260513,49.07,0.8491,2.5805,0.79,39.5474,42.7772,5.8501,13911809.7616,13884614.8585
600760.SH,20260512,49.91,1.4929,4.5371,1.67,40.2243,43.5095,5.9502,14149957.7176,14122297.2811
600760.SH,20260511,49.37,1.0947,3.3267,1.29,39.7891,43.0387,5.8858,13996862.603,13969501.438
600760.SH,20260508,49.7,1.4198,4.3148,2.15,40.0551,43.3264,5.9252,14090420.7286,14062876.6755
600760.SH,20260507,48.0,0.5928,1.8014,0.91,38.685,41.8444,5.7225,13608454.6272,13581852.7248
600760.SH,20260506,48.22,0.8015,2.4358,1.34,38.8623,42.0362,5.7487,13670826.7109,13644102.8831
600760.SH,20260430,46.97,0.5737,1.7434,0.9,37.8549,40.9465,5.5997,13316439.8717,13290408.8017
600760.SH,20260429,47.18,0.8573,2.6055,1.45,38.0241,41.1296,5.6248,13375976.8607,13349829.4074
600760.SH,20260428,48.05,0.4815,1.4633,0.78,38.7253,38.7253,5.784,13622630.1008,13596000.4881
600760.SH,20260427,48.56,0.5508,1.6739,0.83,39.1363,39.1363,5.8454,13767219.9312,13740307.6733
600760.SH,20260424,48.42,0.5289,1.6113,0.75,39.0235,39.0235,5.8285,13727528.6052,13684392.5684
600760.SH,20260423,49.33,0.7855,2.3929,1.19,39.7569,39.7569,5.9381,13985522.2242,13941575.4936
600760.SH,20260422,49.8,0.6148,1.873,0.89,40.1357,40.1357,5.9947,14118771.6757,14074406.2352
600760.SH,20260421,49.95,0.626,1.9071,0.83,40.2566,40.2566,6.0127,14161298.0964,14116799.025
600760.SH,20260420,50.82,0.7822,2.3829,0.86,40.9577,40.9577,6.1174,14407951.3365,14362677.2063
600760.SH,20260417,50.93,0.718,2.1874,0.8,41.0464,41.0464,6.1307,14439137.3784,14393765.2522
600760.SH,20260416,50.5,0.5706,1.7382,0.63,40.6998,40.6998,6.0789,14317228.3057,14272239.2546
600760.SH,20260415,50.66,0.7673,2.3374,0.89,40.8288,40.8288,6.0982,14362589.8211,14317458.2304
600760.SH,20260414,51.39,0.9311,2.8365,1.26,41.4171,41.4171,6.1861,14569551.7352,14523769.8077
600760.SH,20260413,51.68,1.5771,4.8046,3.23,41.6508,41.6508,6.221,14651769.482,14605729.2015
600760.SH,20260410,48.72,0.6503,1.9811,1.44,39.2653,39.2653,5.8647,13812581.4466,13769178.1482
600760.SH,20260409,47.8,0.5806,1.7686,1.32,38.5238,38.5238,5.7539,13551752.7329,13509169.037
600760.SH,20260408,48.98,0.5598,1.7053,1.07,39.4748,39.4748,5.896,13886293.9092,13842658.9839
600760.SH,20260407,47.68,0.3283,1.0002,0.62,38.4271,38.4271,5.7395,13517731.5964,13475254.8051
600760.SH,20260403,48.26,0.3248,0.9895,0.61,38.8945,38.8945,5.8093,13682167.0898,13639173.5926
600760.SH,20260402,48.3,0.4683,1.4267,0.88,38.9268,38.9268,5.8141,13693507.4686,13650478.3365
600760.SH,20260401,49.02,0.5182,1.5786,0.92,39.5071,39.5071,5.9008,13897634.288,13853963.7279
600760.SH,20260331,49.1,0.9814,2.9897,2.08,39.5715,39.5715,5.9104,13920315.0457,13876573.2158
600760.SH,20260330,48.12,0.3605,1.0981,0.58,40.1963,46.4387,6.368,13642475.7638,13599606.9887
600760.SH,20260327,47.82,0.316,0.9627,0.42,39.9457,46.1492,6.3283,13557422.9223,13514821.409
600760.SH,20260326,47.76,0.4707,1.4338,0.62,39.8955,46.0913,6.3203,13540412.3541,13497864.293
600760.SH,20260325,49.0,0.6964,2.1217,0.96,40.9314,47.288,6.4844,13891964.0986,13848311.3559
600760.SH,20260324,47.81,0.5186,1.5799,0.71,39.9373,46.1396,6.3269,13554587.8276,13511995.223
600760.SH,20260323,47.4,1.1071,3.3726,1.78,39.5948,45.7439,6.2727,13438348.9444,13396121.5973
600760.SH,20260320,47.58,0.9649,2.9396,1.65,39.7452,45.9176,6.2965,13489380.6492,13446992.9452
600760.SH,20260319,49.49,0.4884,1.4877,0.81,41.3407,47.7609,6.5493,14030883.7396,13986794.4695
600760.SH,20260318,50.87,0.5606,1.7078,0.92,42.4934,49.0926,6.7319,14422126.8101,14376808.1362
600760.SH,20260317,50.5,0.5298,1.6139,0.87,42.1844,48.7356,6.6829,14317228.3057,14272239.2546
