ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
601318.SH,20260529,53.5,0.9382,1.0313,1.19,7.1878,7.2957,0.9513,96875884.6733,57031348.1941
601318.SH,20260528,52.47,0.8214,0.9029,1.01,7.0494,7.1553,0.933,95010797.5478,55933361.4905
601318.SH,20260527,53.27,0.8086,0.8889,1.02,7.1569,7.2644,0.9472,96459408.9074,56786166.6971
601318.SH,20260526,54.27,0.8537,0.9384,1.09,7.2913,7.4008,0.965,98270173.1069,57852173.2054
601318.SH,20260525,54.22,0.8142,0.8951,1.06,7.2845,7.3939,0.9641,98179634.8969,57798872.88
601318.SH,20260522,53.68,0.6282,0.6906,0.73,7.212,7.3203,0.9545,97201822.2292,57223229.3655
601318.SH,20260521,53.76,0.9718,1.0683,1.16,7.2227,7.3312,0.956,97346683.3651,57308509.8862
601318.SH,20260520,54.11,0.6978,0.7671,0.78,7.2698,7.3789,0.9622,97980450.8349,57681612.1641
601318.SH,20260519,54.48,0.7872,0.8653,0.91,7.3195,7.4294,0.9688,98650433.5888,58076034.5722
601318.SH,20260518,54.89,0.7602,0.8357,0.85,7.3746,7.4853,0.9761,99392846.9106,58513097.2406
601318.SH,20260515,55.5,1.1087,1.2188,1.37,7.4565,7.5685,0.9869,100497413.0723,59163361.2107
601318.SH,20260514,56.9,0.851,0.9355,0.96,7.6446,7.7594,1.0118,103032482.9516,60655770.3223
601318.SH,20260513,58.04,0.9703,1.0666,1.12,7.7978,7.9149,1.0321,105096754.139,61871017.7417
601318.SH,20260512,59.4,0.6473,0.7115,0.69,7.9805,8.1003,1.0563,107559393.4503,63320786.593
601318.SH,20260511,60.1,0.9024,0.992,0.86,8.0745,8.1958,1.0687,108826928.39,64066991.1488
601318.SH,20260508,60.06,0.6867,0.7549,0.66,8.0692,8.1903,1.068,108754497.822,64024350.8885
601318.SH,20260507,60.04,1.2324,1.3548,1.36,8.0665,8.1876,1.0676,108718282.538,64003030.7583
601318.SH,20260506,59.36,0.849,0.9333,1.01,7.9751,8.0949,1.0555,107486962.8823,63278146.3327
601318.SH,20260430,59.37,0.9972,1.0962,1.3,7.9765,8.0962,1.0557,107505070.5243,63288806.3978
601318.SH,20260429,59.43,1.5097,1.6595,2.63,7.9845,8.1044,1.0568,107613716.3763,63352766.7883
601318.SH,20260428,57.63,0.5859,0.6441,1.05,7.7427,7.7427,1.0431,104354340.8172,61433955.0733
