ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
600887.SH,20260430,20260331,0.85,0.85,5.5056,5.4924,1.9467,0.5059,6.0764,65826931.34,5328824365.82,13331842706.58,0.6893,0.5756,0.2636,10.6081,0.5399,1.025,0.2255,6157505427.52,6113322498.17,,6377634813.7665,8872210667.2365,29399729616.65,1720433998.86,62140697350.17,42385394745.21,50837982079.43,-28231380365.2,13153099992.13,125625084254.13,41635800467.56,0.8529,9.4205,0.5904,6.5824,-0.083,0.9665,1.0083,1.4026,15.6564,38.3747,61.6253,20.1164,15.6188,16.7129,4.1564,-0.8012,-0.1453,82.3187,18.4528,17.5544,9.4441,9.44,9.3289,3.9588,3.5223,4.2759,37.7764,15.8352,59.4984,2.469,2.7034,39.953,60.047,32.4335,49.4652,47.4333,97.4211,2.5789,0.0411,1.469,0.6389,0.9589,0.5451,0.8181,1.1994,0.04,52.9483,14.0892,3.4935,35519994390.94,18.3022,16.7129,82.3187,9.4441,9.3289,3.5223,10.7499,10.3896,10.3896,296.5077,11.976,10.7794,10.6799,15.11,293.9171,8.3547,9.0247,3.0551,9.0245,5.4719,5.4736,5.4736,430.6695,2.1459
600887.SH,20260430,20260331,0.85,0.85,5.5056,5.4924,1.9467,0.5059,6.0764,65826931.34,5328824365.82,13331842706.58,0.6893,0.5756,0.2636,10.6081,0.5399,1.025,0.2255,6157505427.52,6113322498.17,,6377634813.7665,8872210667.2365,29399729616.65,1720433998.86,62140697350.17,42385394745.21,50837982079.43,-28231380365.2,13153099992.13,125625084254.13,41635800467.56,0.8529,9.4205,0.5904,6.5824,-0.083,0.9665,1.0083,1.4026,15.6564,38.3747,61.6253,20.1164,15.6188,16.7129,4.1564,-0.8012,-0.1453,82.3187,18.4528,17.5544,9.4441,9.44,9.3289,3.9588,3.5223,4.2759,37.7764,15.8352,59.4984,2.469,2.7034,39.953,60.047,,49.4652,47.4333,97.4211,2.5789,0.0411,1.469,0.6389,0.9589,0.5451,0.8181,1.1994,0.04,52.9483,14.0892,3.4935,35519994390.94,18.3022,16.7129,82.3187,9.4441,9.3289,3.5223,10.7499,10.3896,10.3896,296.5077,11.976,10.7794,10.6799,15.11,293.9171,8.3547,9.0247,3.0551,9.0245,5.4719,5.4736,,,2.1459
600887.SH,20260430,20251231,1.83,1.83,18.328,18.2814,1.9386,0.5059,5.2236,496844802.69,11068321695.12,39982387449.06,0.7289,0.61,0.2499,39.4271,1.7435,3.3601,0.7582,12141682341.99,12190149393.81,16784710327.67,4984436087.8632,3895878222.3832,31964276145.33,1740236102.75,59849727706.1,40354807348.1,45753390573.41,-24683283581.65,14866407057.92,118394004384.26,36241149170.4,1.8284,8.6407,2.2677,5.7295,-1.0859,1.9272,0.788,0.6159,9.957,34.576,65.424,22.8859,9.9317,18.584,4.8396,-0.5959,-0.63,89.5268,11.6688,10.515,21.4496,20.87,20.5281,7.9722,7.5299,9.1556,21.4496,7.9722,61.509,2.598,2.836,43.636,56.364,30.0814,50.5513,46.1642,97.3264,2.6736,0.1575,1.598,0.5842,0.9132,0.4891,0.7645,1.1338,0.1533,60.4465,7.5299,7.5635,36449410382.47,11.2082,19.6772,96.6669,2.053,1.7402,0.7177,19.5451,37.594,37.594,-33.5959,32.863,28.3122,36.8196,84.13,-34.0198,33.1253,3.4331,-1.0535,2.775,0.1309,0.2105,-5.1188,-67.5397,2.775
600887.SH,20260430,20251231,1.83,1.83,18.328,18.2814,1.9386,0.5059,5.2236,496844802.69,11068321695.12,39982387449.06,0.7289,0.61,0.2499,39.4271,1.7435,3.3601,0.7582,12141682341.99,12190149393.81,16784710327.67,4984436087.8632,3895878222.3832,31964276145.33,1740236102.75,59849727706.1,40354807348.1,45753390573.41,-24683283581.65,14866407057.92,118394004384.26,36241149170.4,1.8284,8.6407,2.2677,5.7295,-1.0859,1.9272,0.788,0.6159,9.957,34.576,65.424,22.8859,9.9317,18.584,4.8396,-0.5959,-0.63,89.5268,11.6688,10.515,21.4496,20.87,20.5281,7.9722,7.5299,9.1556,21.4496,7.9722,61.509,2.598,2.836,43.636,56.364,,50.5513,46.1642,97.3264,2.6736,0.1575,1.598,0.5842,0.9132,0.4891,0.7645,1.1338,0.1533,60.4465,7.5299,7.5635,36449410382.47,11.2082,19.6772,96.6669,2.053,1.7402,0.7177,19.5451,37.594,37.594,-33.5959,32.863,28.3122,36.8196,84.13,-34.0198,33.1253,3.4331,-1.0535,2.775,0.1309,0.2105,,,2.775
600887.SH,20251031,20250930,1.65,1.65,14.3175,14.2823,1.9413,0.5059,5.5235,323321126.39,10102781490.65,31910940891.16,0.7515,0.6513,0.1933,30.0189,1.3489,2.6064,0.5911,11296164241.14,11056805365.01,,-2305910411.3731,885837783.0469,36492689712.29,1830606230.13,54154176886.36,40327599648.86,47424912079.19,-22368764377.33,17188149438.86,114403064052.02,38138258409.79,1.6483,8.9024,1.4861,6.0294,-1.8257,1.748,-0.3646,0.14,11.5342,35.3229,64.6771,22.0233,11.5058,18.2777,4.5292,-0.8378,-0.4026,87.5268,13.6002,12.2089,19.0448,18.6,18.4542,7.2162,6.8006,8.3612,25.3931,9.6216,60.5511,2.5349,2.7988,44.2994,55.7006,31.0522,47.3363,49.2213,97.3488,2.6512,0.1044,1.5349,0.6089,1.0398,0.5128,0.8757,1.176,0.1016,54.6657,9.0675,6.8046,36851403508.6,13.1183,18.2281,88.3206,5.8856,5.6316,2.1071,22.5308,-3.5088,-3.5088,-31.7896,-1.4896,-4.9848,-4.0703,18.73,-32.2269,-4.2121,6.5658,-0.6451,5.887,1.7119,1.8117,-1.6302,31.0171,0.148
600887.SH,20251031,20250930,1.65,1.65,14.3175,14.2823,1.9413,0.5059,5.5235,323321126.39,10102781490.65,31910940891.16,0.7515,0.6513,0.1933,30.0189,1.3489,2.6064,0.5911,11296164241.14,11056805365.01,,-2305910411.3731,885837783.0469,36492689712.29,1830606230.13,54154176886.36,40327599648.86,47424912079.19,-22368764377.33,17188149438.86,114403064052.02,38138258409.79,1.6483,8.9024,1.4861,6.0294,-1.8257,1.748,-0.3646,0.14,11.5342,35.3229,64.6771,22.0233,11.5058,18.2777,4.5292,-0.8378,-0.4026,87.5268,13.6002,12.2089,19.0448,18.6,18.4542,7.2162,6.8006,8.3612,25.3931,9.6216,60.5511,2.5349,2.7988,44.2994,55.7006,,47.3363,49.2213,97.3488,2.6512,0.1044,1.5349,0.6089,1.0398,0.5128,0.8757,1.176,0.1016,54.6657,9.0675,6.8046,36851403508.6,13.1183,18.2281,88.3206,5.8856,5.6316,2.1071,22.5308,-3.5088,-3.5088,-31.7896,-1.4896,-4.9848,-4.0703,18.73,-32.2269,-4.2121,6.5658,-0.6451,5.887,1.7119,1.8117,,,0.148
600887.SH,20250829,20250630,1.14,1.14,9.7912,9.7665,1.9425,0.5059,5.0136,184128109.04,7016349502.87,22267550489.97,0.7349,0.6301,0.2349,20.6228,0.9332,1.8039,0.4084,7952255593.99,7743394264.71,10144945301.57,-8759732846.0506,-4060348165.2706,24675016996.77,1801495641.29,65780308602.06,48225399007.4,44331357646.41,-23849419094.16,23674361616.3,123073153160.71,34912633404.66,1.1384,8.4264,0.4686,5.5195,-1.3162,1.2242,-1.3849,-0.6419,11.7122,36.0452,63.9548,22.016,11.6827,18.3007,4.3847,-0.7248,-0.5449,87.1599,13.8639,12.5029,13.5246,12.6,13.1787,5.1066,4.7717,5.6277,27.0492,10.2132,61.6898,2.6103,2.8481,44.2087,55.7913,29.6432,53.4481,43.3077,97.5141,2.4859,0.0329,1.6103,0.5777,0.8103,0.4805,0.6739,0.9193,0.0321,54.6712,9.5434,4.7486,37196224351.69,13.3601,19.8724,91.3466,4.1678,4.2765,1.5048,6.9911,-3.3898,-4.2017,-43.9809,-1.8421,-5.5043,-4.3905,31.78,-44.3397,-4.9507,0.8679,-2.7117,0.226,3.368,3.486,5.8958,-50.3842,0.5893
600887.SH,20250829,20250630,1.14,1.14,9.7912,9.7665,1.9425,0.5059,5.0136,184128109.04,7016349502.87,22267550489.97,0.7349,0.6301,0.2349,20.6228,0.9332,1.8039,0.4084,7952255593.99,7743394264.71,10144945301.57,-8759732846.0506,-4060348165.2706,24675016996.77,1801495641.29,65780308602.06,48225399007.4,44331357646.41,-23849419094.16,23674361616.3,123073153160.71,34912633404.66,1.1384,8.4264,0.4686,5.5195,-1.3162,1.2242,-1.3849,-0.6419,11.7122,36.0452,63.9548,22.016,11.6827,18.3007,4.3847,-0.7248,-0.5449,87.1599,13.8639,12.5029,13.5246,12.6,13.1787,5.1066,4.7717,5.6277,27.0492,10.2132,61.6898,2.6103,2.8481,44.2087,55.7913,,53.4481,43.3077,97.5141,2.4859,0.0329,1.6103,0.5777,0.8103,0.4805,0.6739,0.9193,0.0321,54.6712,9.5434,4.7486,37196224351.69,13.3601,19.8724,91.3466,4.1678,4.2765,1.5048,6.9911,-3.3898,-4.2017,-43.9809,-1.8421,-5.5043,-4.3905,31.78,-44.3397,-4.9507,0.8679,-2.7117,0.226,3.368,3.486,,,0.5893
600887.SH,20250430,20250331,0.77,0.77,5.1867,5.1742,2.0817,0.5027,5.8284,244801193.49,4629303049.44,12407058389.12,0.801,0.6927,0.3446,10.98,0.4811,0.9622,0.214,5450177780.51,5477261022.85,,4829478771.1673,7615098564.9473,37298793138.59,1810042770.57,53428765931.67,26349987001.83,49264264302.41,-17552151401.24,6235242949.55,115738304044.03,40303200049.42,0.7657,9.1639,0.1489,6.3311,0.2788,0.8604,0.7586,1.1962,15.0134,37.6676,62.3324,20.6166,14.977,16.9243,4.3495,-0.707,-0.2159,83.4934,17.3809,16.5886,8.7415,8.74,8.3025,3.5501,3.2053,4.0357,34.966,14.2004,59.7606,2.4851,2.767,45.6137,54.3863,31.8148,46.1634,50.4036,95.295,4.705,0.0108,1.4851,0.6304,1.0919,0.5324,0.9221,1.8696,0.0102,52.6609,12.8212,3.1592,37464658994.56,17.4253,16.9243,83.4934,8.7415,8.3025,3.2053,2.8784,-17.2043,-17.2043,-58.1976,-16.8553,-16.8992,-17.7063,24.19,-58.1902,-16.633,9.6961,0.7346,9.6961,1.3536,1.4645,1.4645,347.2248,-1.2874
600887.SH,20250430,20250331,0.77,0.77,5.1867,5.1742,2.0817,0.5027,5.8284,244801193.49,4629303049.44,12407058389.12,0.801,0.6927,0.3446,10.98,0.4811,0.9622,0.214,5450177780.51,5477261022.85,,4829478771.1673,7615098564.9473,37298793138.59,1810042770.57,53428765931.67,26349987001.83,49264264302.41,-17552151401.24,6235242949.55,115738304044.03,40303200049.42,0.7657,9.1639,0.1489,6.3311,0.2788,0.8604,0.7586,1.1962,15.0134,37.6676,62.3324,20.6166,14.977,16.9243,4.3495,-0.707,-0.2159,83.4934,17.3809,16.5886,8.7415,8.74,8.3025,3.5501,3.2053,4.0357,34.966,14.2004,59.7606,2.4851,2.767,45.6137,54.3863,,46.1634,50.4036,95.295,4.705,0.0108,1.4851,0.6304,1.0919,0.5324,0.9221,1.8696,0.0102,52.6609,12.8212,3.1592,37464658994.56,17.4253,16.9243,83.4934,8.7415,8.3025,3.2053,2.8784,-17.2043,-17.2043,-58.1976,-16.8553,-16.8992,-17.7063,24.19,-58.1902,-16.633,9.6961,0.7346,9.6961,1.3536,1.4645,,,-1.2874
600887.SH,20250430,20241231,1.33,1.33,18.1875,18.1268,2.0754,0.5027,5.0628,2441585047.26,6011274945.92,39094477942.76,0.7408,0.6214,0.3188,38.7026,1.703,3.3146,0.7584,6791335799.74,9491182038.0,14102930848.05,-6031954272.0307,-3498822488.8807,34315891534.33,1836355829.17,60558105887.56,35153850328.96,43969875104.08,-23305150735.13,6892584129.84,117565756564.47,35429095806.49,1.3278,8.3539,3.415,5.5654,-2.8693,1.4909,-0.9475,-0.5496,7.3347,33.8793,66.1207,23.1606,7.3102,18.9863,4.608,-0.511,-4.0386,94.1343,8.7941,8.1976,15.8413,15.81,11.2656,6.2168,5.5438,6.8219,15.8413,6.2168,62.9141,2.6964,2.8611,43.3387,56.6613,28.6042,51.51,45.2342,92.9834,7.0166,0.2418,1.6964,0.5499,0.8782,0.4547,0.7261,1.2508,0.2248,64.1672,5.5438,5.5367,38227191868.35,8.7466,18.0642,108.7138,-4.4158,-4.5657,-1.5989,29.5199,-18.9024,-18.9024,18.8612,-14.2465,-13.6032,-18.9449,-40.04,18.859,-18.3972,-0.6682,1.3836,-0.6713,-8.2422,-8.2419,-7.0009,-161.8084,-0.6713
600887.SH,20250430,20241231,1.33,1.33,18.1875,18.1268,2.0754,0.5027,5.0628,2441585047.26,6011274945.92,39094477942.76,0.7408,0.6214,0.3188,38.7026,1.703,3.3146,0.7584,6791335799.74,9491182038.0,14102930848.05,-6031954272.0307,-3498822488.8807,34315891534.33,1836355829.17,60558105887.56,35153850328.96,43969875104.08,-23305150735.13,6892584129.84,117565756564.47,35429095806.49,1.3278,8.3539,3.415,5.5654,-2.8693,1.4909,-0.9475,-0.5496,7.3347,33.8793,66.1207,23.1606,7.3102,18.9863,4.608,-0.511,-4.0386,94.1343,8.7941,8.1976,15.8413,15.81,11.2656,6.2168,5.5438,6.8219,15.8413,6.2168,62.9141,2.6964,2.8611,43.3387,56.6613,,51.51,45.2342,92.9834,7.0166,0.2418,1.6964,0.5499,0.8782,0.4547,0.7261,1.2508,0.2248,64.1672,5.5438,5.5367,38227191868.35,8.7466,18.0642,108.7138,-4.4158,-4.5657,-1.5989,29.5199,-18.9024,-18.9024,18.8612,-14.2465,-13.6032,-18.9449,-40.04,18.859,-18.3972,-0.6682,1.3836,-0.6713,-8.2422,-8.2419,,,-0.6713
600887.SH,20241031,20240930,1.71,1.71,13.9868,13.9387,2.0952,0.5027,5.4421,2359610320.62,8508870024.72,30884888837.02,0.8991,0.7701,0.6784,29.3651,1.2677,2.526,0.5892,9121408963.4,11867533694.82,,3133214665.7949,7202565154.3149,27004734943.53,1871898192.07,61780468210.19,11666346929.98,44721717039.19,-7985552229.98,-5999914347.01,121738635831.66,37844418630.64,1.7073,8.8325,2.1787,5.9448,0.539,1.8642,0.4922,1.1314,12.2804,34.8066,65.1934,23.0897,12.2381,19.2633,4.4163,-0.6693,-0.7707,89.7558,14.0422,13.3284,19.8029,19.32,15.5036,7.8532,7.2108,8.7376,26.4039,10.4709,60.1912,2.512,2.7534,47.2189,52.7811,29.6927,50.7484,46.187,87.2568,12.7432,0.1753,1.512,0.6202,0.9101,0.4933,0.7239,3.8334,0.153,62.2002,9.6144,7.1921,38847801014.37,14.0429,18.9617,88.1797,6.1115,5.8314,2.2121,29.4246,16.3265,16.3265,18.4656,12.2776,14.5242,15.8675,-4.55,18.4598,7.3785,5.0225,-0.6628,5.0207,-8.588,-8.6083,-6.6587,103.5448,7.9056
600887.SH,20241031,20240930,1.71,1.71,13.9868,13.9387,2.0952,0.5027,5.4421,2359610320.62,8508870024.72,30884888837.02,0.8991,0.7701,0.6784,29.3651,1.2677,2.526,0.5892,9121408963.4,11867533694.82,,3133214665.7949,7202565154.3149,27004734943.53,1871898192.07,61780468210.19,11666346929.98,44721717039.19,-7985552229.98,-5999914347.01,121738635831.66,37844418630.64,1.7073,8.8325,2.1787,5.9448,0.539,1.8642,0.4922,1.1314,12.2804,34.8066,65.1934,23.0897,12.2381,19.2633,4.4163,-0.6693,-0.7707,89.7558,14.0422,13.3284,19.8029,19.32,15.5036,7.8532,7.2108,8.7376,26.4039,10.4709,60.1912,2.512,2.7534,47.2189,52.7811,,50.7484,46.187,87.2568,12.7432,0.1753,1.512,0.6202,0.9101,0.4933,0.7239,3.8334,0.153,62.2002,9.6144,7.1921,38847801014.37,14.0429,18.9617,88.1797,6.1115,5.8314,2.2121,29.4246,16.3265,16.3265,18.4656,12.2776,14.5242,15.8675,-4.55,18.4598,7.3785,5.0225,-0.6628,5.0207,-8.588,-8.6083,,,7.9056
600887.SH,20240830,20240630,1.18,1.19,9.4116,9.3771,2.1035,0.5027,4.9177,2206674084.09,5324460044.53,20764927664.56,0.8609,0.7209,0.6243,18.1678,0.8661,1.6942,0.3974,5678791517.64,8391089917.21,10857479793.02,50612882.9757,7558484953.8657,26064324425.06,1843515257.07,65218430954.29,19099708935.41,41350224200.17,-11145901087.01,-3187954585.12,121982298238.29,34506413601.93,1.183,8.3234,0.8365,5.4203,0.2237,1.3181,0.008,1.1873,12.686,34.7846,65.2154,23.4273,12.6396,19.4099,4.4854,-0.5536,-0.8401,90.5219,14.5997,14.005,14.1394,13.18,9.9964,5.566,5.0234,6.1248,28.2788,11.132,62.1297,2.6406,2.8304,46.0304,53.9696,27.587,53.4655,43.439,86.0563,13.9437,0.0665,1.6406,0.569,0.8125,0.444,0.634,2.165,0.0572,64.7739,10.0468,4.9956,39107884466.6,14.6145,20.5559,94.4024,2.8698,2.8494,1.0408,11.2289,19.1919,20.202,-11.4159,19.39,18.5767,19.4437,-12.81,-11.4152,11.4199,-1.0309,-1.1411,-1.03,-9.4906,-9.5275,-16.6011,-73.2677,7.2014
