ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
601398.SH,20260529,7.22,0.1444,1.2482,1.64,6.9819,6.9295,0.6628,257325317.6183,194660017.4532
601398.SH,20260528,7.04,0.1031,0.8912,1.17,6.8078,6.7568,0.6463,250910004.9907,189806997.6275
601398.SH,20260527,7.12,0.1015,0.877,1.16,6.8852,6.8335,0.6536,253761255.0474,191963895.3278
601398.SH,20260526,7.18,0.0797,0.6889,0.87,6.9432,6.8911,0.6591,255899692.5899,193581568.603
601398.SH,20260525,7.17,0.0713,0.6161,0.75,6.9335,6.8815,0.6582,255543286.3328,193311956.3905
601398.SH,20260522,7.18,0.0859,0.7422,0.88,6.9432,6.8911,0.6591,255899692.5899,193581568.603
601398.SH,20260521,7.15,0.1007,0.87,0.96,6.9142,6.8623,0.6564,254830473.8186,192772731.9654
601398.SH,20260520,7.13,0.1012,0.8745,0.91,6.8948,6.8431,0.6545,254117661.3045,192233507.5403
601398.SH,20260519,7.26,0.0981,0.8475,0.87,7.0206,6.9679,0.6664,258750942.6466,195738466.3033
601398.SH,20260518,7.19,0.0869,0.7514,0.75,6.9529,6.9007,0.66,256256098.847,193851180.8155
601398.SH,20260515,7.24,0.1023,0.8842,0.9,7.0012,6.9487,0.6646,258038130.1324,195199241.8782
601398.SH,20260514,7.3,0.1341,1.1591,1.2,7.0592,7.0063,0.6701,260176567.675,196816915.1535
601398.SH,20260513,7.23,0.1348,1.1655,1.19,6.9915,6.9391,0.6637,257681723.8753,194929629.6657
601398.SH,20260512,7.48,0.1036,0.8955,0.9,7.2333,7.1791,0.6762,266591880.3026,201669934.9792
601398.SH,20260511,7.47,0.1065,0.9204,0.94,7.2236,7.1695,0.6753,266235474.0455,201400322.7666
601398.SH,20260508,7.46,0.0904,0.7812,0.84,7.214,7.1599,0.6744,265879067.7884,201130710.5541
601398.SH,20260507,7.39,0.1251,1.0809,1.26,7.1463,7.0927,0.668,263384223.9888,199243425.0663
601398.SH,20260506,7.36,0.1419,1.2268,1.65,7.1173,7.0639,0.6653,262315005.2175,198434588.4287
601398.SH,20260430,7.45,0.1121,0.9689,1.39,7.2043,7.1503,0.6734,265522661.5313,200861098.3416
601398.SH,20260429,7.47,0.0991,0.8564,1.28,7.2236,7.2236,0.6898,266235474.0455,201400322.7666
601398.SH,20260428,7.53,0.0623,0.5382,0.75,7.2816,7.2816,0.6953,268373911.588,203017996.0419
