ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
601899.SH,20260422,20260331,0.755,0.736,3.7042,3.7042,1.4487,0.0514,5.7025,1620482496.0,18458909011.0,35779987712.0,1.3448,1.0555,0.9015,11.1521,0.5856,0.8446,0.1855,28313144413.0,31792894056.0,,16983646753.0483,35035336060.0483,72936215975.0,28520117632.0,181044503932.0,81651663891.0,103352767425.0,48255973360.0,1389894731.0,448463797619.0,153001376026.0,0.7551,7.4189,1.0467,5.7539,1.092,1.1956,0.6387,1.3176,25.5496,36.3258,63.6742,4.5286,25.5496,0.2593,3.5471,0.7221,-0.1692,71.255,32.1879,32.2778,10.4049,10.35,9.5652,5.9878,4.7396,5.8845,41.6196,23.9512,51.3712,2.0564,2.7514,34.2228,65.7772,18.7941,40.3699,44.6897,49.5369,50.4631,0.1989,1.0564,0.7094,1.107,0.3658,0.5709,1.2658,0.0985,67.0325,18.9584,3.7817,161043101010.0,32.0656,0.2593,71.255,10.4049,9.5652,4.7396,28.2565,97.1279,95.7447,122.0407,109.3895,115.0328,97.5001,86.81,122.1536,43.8072,7.2467,7.4052,8.0172,24.7938,24.7938,24.7938,23.6172,37.3367
601899.SH,20260422,20260331,0.755,0.736,3.7042,3.7042,1.4487,0.0514,5.7025,1620482496.0,18458909011.0,35779987712.0,1.3448,1.0555,0.9015,11.1521,0.5856,0.8446,0.1855,28313144413.0,31792894056.0,,16983646753.0483,35035336060.0483,72936215975.0,28520117632.0,181044503932.0,81651663891.0,103352767425.0,48255973360.0,1389894731.0,448463797619.0,153001376026.0,0.7551,7.4189,1.0467,5.7539,1.092,1.1956,0.6387,1.3176,25.5496,36.3258,63.6742,4.5286,25.5496,0.2593,3.5471,0.7221,-0.1692,71.255,32.1879,32.2778,10.4049,10.35,9.5652,5.9878,4.7396,5.8845,41.6196,23.9512,51.3712,2.0564,2.7514,34.2228,65.7772,,40.3699,44.6897,49.5369,50.4631,0.1989,1.0564,0.7094,1.107,0.3658,0.5709,1.2658,0.0985,67.0325,18.9584,3.7817,161043101010.0,32.0656,0.2593,71.255,10.4049,9.5652,4.7396,28.2565,97.1279,95.7447,122.0407,109.3895,115.0328,97.5001,86.81,122.1536,43.8072,7.2467,7.4052,8.0172,24.7938,24.7938,,,37.3367
601899.SH,20260321,20251231,1.95,1.91,13.1283,13.1283,1.4425,0.0514,4.9476,1053813045.0,50723514740.0,96790239813.0,1.1446,0.8387,0.6946,43.3097,2.8249,3.3349,0.7684,72640885519.0,82069152027.0,98746879617.0,53568715949.4951,58086158308.4951,71128926416.0,28355566422.0,164498128198.0,98921390498.0,88191186747.0,18723156672.0,798771969.0,412520649612.0,132921984519.0,1.9473,6.9176,2.8368,4.999,1.1872,3.0865,2.0146,2.1845,18.283,27.7273,72.2727,4.5283,18.283,0.2435,3.6881,0.5967,-0.085,79.1907,23.5219,23.5102,31.8309,33.04,31.183,18.0647,14.0482,17.5458,31.8309,18.0647,51.5586,2.0643,2.7929,28.9457,71.0543,17.2247,39.8763,44.9776,49.0488,50.9512,0.5826,1.0643,0.7029,1.1279,0.3341,0.5361,0.8915,0.2857,61.7675,14.0482,11.397,159637523220.0,23.133,0.2771,72.7682,7.8419,9.3542,3.6424,24.5808,61.157,59.1667,54.3081,68.1667,67.9624,61.5487,60.05,54.3778,21.7092,33.0538,29.0951,32.7333,14.9648,14.9648,29.5399,20.0574,32.7333
601899.SH,20260321,20251231,1.95,1.91,13.1283,13.1283,1.4425,0.0514,4.9476,1053813045.0,50723514740.0,96790239813.0,1.1446,0.8387,0.6946,43.3097,2.8249,3.3349,0.7684,72640885519.0,82069152027.0,98746879617.0,53568715949.4951,58086158308.4951,71128926416.0,28355566422.0,164498128198.0,98921390498.0,88191186747.0,18723156672.0,798771969.0,412520649612.0,132921984519.0,1.9473,6.9176,2.8368,4.999,1.1872,3.0865,2.0146,2.1845,18.283,27.7273,72.2727,4.5283,18.283,0.2435,3.6881,0.5967,-0.085,79.1907,23.5219,23.5102,31.8309,33.04,31.183,18.0647,14.0482,17.5458,31.8309,18.0647,51.5586,2.0643,2.7929,28.9457,71.0543,,39.8763,44.9776,49.0488,50.9512,0.5826,1.0643,0.7029,1.1279,0.3341,0.5361,0.8915,0.2857,61.7675,14.0482,11.397,159637523220.0,23.133,0.2771,72.7682,7.8419,9.3542,3.6424,24.5808,61.157,59.1667,54.3081,68.1667,67.9624,61.5487,60.05,54.3778,21.7092,33.0538,29.0951,32.7333,14.9648,14.9648,,,32.7333
601899.SH,20251018,20250930,1.425,1.396,9.5644,9.5644,1.3794,0.0514,4.4263,3736977671.0,34126643303.0,63383087733.0,1.1994,0.9174,0.769,35.5099,2.1154,2.5422,0.578,46803448986.0,56775238527.0,,32101493944.7554,51625758340.7554,60557447874.0,25620257470.0,169862882009.0,101770809487.0,78767242284.0,23509664219.0,1991924594.0,396829863999.0,119008338610.0,1.4246,6.3101,1.9606,4.4778,1.1983,2.1362,1.2078,1.9425,17.9785,24.9344,75.0656,4.0981,17.9785,0.2309,3.1741,0.693,-0.0437,81.5879,22.2121,22.3349,24.4994,25.45,22.0814,12.9091,10.3911,12.887,32.6659,17.2121,53.0096,2.1281,2.8458,29.2729,70.7271,16.3077,42.805,42.6662,46.0397,53.9603,0.442,1.1281,0.6613,0.9968,0.3076,0.4637,0.774,0.2035,56.0557,13.8548,8.6091,151657889264.0,21.8905,0.2305,80.1424,9.3594,8.0303,3.6968,26.914,54.3879,52.2356,44.3103,57.5074,57.5239,55.4498,43.71,44.3057,23.1779,21.3691,21.7838,21.123,10.3313,10.3313,8.1379,7.0295,26.1994
601899.SH,20251018,20250930,1.425,1.396,9.5644,9.5644,1.3794,0.0514,4.4263,3736977671.0,34126643303.0,63383087733.0,1.1994,0.9174,0.769,35.5099,2.1154,2.5422,0.578,46803448986.0,56775238527.0,,32101493944.7554,51625758340.7554,60557447874.0,25620257470.0,169862882009.0,101770809487.0,78767242284.0,23509664219.0,1991924594.0,396829863999.0,119008338610.0,1.4246,6.3101,1.9606,4.4778,1.1983,2.1362,1.2078,1.9425,17.9785,24.9344,75.0656,4.0981,17.9785,0.2309,3.1741,0.693,-0.0437,81.5879,22.2121,22.3349,24.4994,25.45,22.0814,12.9091,10.3911,12.887,32.6659,17.2121,53.0096,2.1281,2.8458,29.2729,70.7271,,42.805,42.6662,46.0397,53.9603,0.442,1.1281,0.6613,0.9968,0.3076,0.4637,0.774,0.2035,56.0557,13.8548,8.6091,151657889264.0,21.8905,0.2305,80.1424,9.3594,8.0303,3.6968,26.914,54.3879,52.2356,44.3103,57.5074,57.5239,55.4498,43.71,44.3057,23.1779,21.3691,21.7838,21.123,10.3313,10.3313,,,26.1994
601899.SH,20250827,20250630,0.877,0.86,6.3102,6.3102,0.7944,0.0514,4.0957,1667775365.0,21623977106.0,39832875795.0,0.9702,0.6566,0.5062,20.8551,1.6052,1.7087,0.4011,29628891632.0,35279230100.0,41046603864.0,18723625198.4293,23468574726.4293,54657762837.0,26091732127.0,167111325027.0,131383916381.0,55655023528.0,-3383887865.0,11662097766.0,358993700777.0,110221385426.0,0.8764,5.2852,1.0847,4.1472,0.116,1.3274,0.7045,0.883,17.08,23.7509,76.2491,3.9151,17.08,0.2311,2.9839,0.7001,-0.0215,82.3333,20.9292,21.0357,16.5272,16.11,15.3438,8.4364,6.85,8.543,33.0544,16.8728,56.3649,2.2917,2.9673,25.0187,74.9813,12.6563,46.5499,39.5756,45.7522,54.2478,0.2542,1.2917,0.5732,0.8502,0.2245,0.333,0.4236,0.1163,58.4787,13.7,5.5698,147884982882.0,20.5691,0.2256,81.2769,9.1144,8.1545,3.8009,18.3613,52.7875,50.0873,40.9983,59.6639,59.7973,54.4097,40.12,40.9992,37.4206,1.6561,10.8753,1.637,11.4976,11.4976,17.3753,31.8207,12.3628
601899.SH,20250827,20250630,0.877,0.86,6.3102,6.3102,0.7944,0.0514,4.0957,1667775365.0,21623977106.0,39832875795.0,0.9702,0.6566,0.5062,20.8551,1.6052,1.7087,0.4011,29628891632.0,35279230100.0,41046603864.0,18723625198.4293,23468574726.4293,54657762837.0,26091732127.0,167111325027.0,131383916381.0,55655023528.0,-3383887865.0,11662097766.0,358993700777.0,110221385426.0,0.8764,5.2852,1.0847,4.1472,0.116,1.3274,0.7045,0.883,17.08,23.7509,76.2491,3.9151,17.08,0.2311,2.9839,0.7001,-0.0215,82.3333,20.9292,21.0357,16.5272,16.11,15.3438,8.4364,6.85,8.543,33.0544,16.8728,56.3649,2.2917,2.9673,25.0187,74.9813,,46.5499,39.5756,45.7522,54.2478,0.2542,1.2917,0.5732,0.8502,0.2245,0.333,0.4236,0.1163,58.4787,13.7,5.5698,147884982882.0,20.5691,0.2256,81.2769,9.1144,8.1545,3.8009,18.3613,52.7875,50.0873,40.9983,59.6639,59.7973,54.4097,40.12,40.9992,37.4206,1.6561,10.8753,1.637,11.4976,11.4976,,,12.3628
601899.SH,20250412,20250331,0.383,0.376,2.9697,2.9697,1.0814,0.0514,3.8819,285481787.0,9881295308.0,18063503555.0,1.026,0.7042,0.5429,10.5613,0.742,0.8531,0.1953,13006039358.0,15103712407.0,,2505299238.3077,6873924426.3077,53448279729.0,18572368688.0,153930497090.0,113709135223.0,70607491950.0,2888721639.0,13027194190.0,339626173112.0,104539100553.0,0.3825,5.4304,0.4714,3.9334,0.2881,0.5683,0.0943,0.2586,15.7923,22.886,77.114,4.1035,15.7923,0.2374,3.1611,0.705,-0.0277,83.5217,19.1836,19.136,7.1167,7.12,6.9168,3.7374,3.0843,3.8464,28.4668,14.9496,54.8896,2.2168,2.8289,27.6466,72.3534,17.1524,45.3235,42.9682,49.0893,50.9107,0.113,1.2168,0.6459,0.948,0.3125,0.4587,0.6209,0.0554,60.9998,12.3372,2.5157,134079058561.0,18.6092,0.2374,83.5217,7.1167,6.9168,3.0843,15.8729,60.9244,57.9832,51.8686,66.7376,66.3722,62.3867,58.76,53.3055,29.8337,4.4488,3.7911,4.3966,5.5521,5.5521,5.5521,16.6616,25.0729
601899.SH,20250412,20250331,0.383,0.376,2.9697,2.9697,1.0814,0.0514,3.8819,285481787.0,9881295308.0,18063503555.0,1.026,0.7042,0.5429,10.5613,0.742,0.8531,0.1953,13006039358.0,15103712407.0,,2505299238.3077,6873924426.3077,53448279729.0,18572368688.0,153930497090.0,113709135223.0,70607491950.0,2888721639.0,13027194190.0,339626173112.0,104539100553.0,0.3825,5.4304,0.4714,3.9334,0.2881,0.5683,0.0943,0.2586,15.7923,22.886,77.114,4.1035,15.7923,0.2374,3.1611,0.705,-0.0277,83.5217,19.1836,19.136,7.1167,7.12,6.9168,3.7374,3.0843,3.8464,28.4668,14.9496,54.8896,2.2168,2.8289,27.6466,72.3534,,45.3235,42.9682,49.0893,50.9107,0.113,1.2168,0.6459,0.948,0.3125,0.4587,0.6209,0.0554,60.9998,12.3372,2.5157,134079058561.0,18.6092,0.2374,83.5217,7.1167,6.9168,3.0843,15.8729,60.9244,57.9832,51.8686,66.7376,66.3722,62.3867,58.76,53.3055,29.8337,4.4488,3.7911,4.3966,5.5521,5.5521,,,25.0729
