ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
600111.SH,20260529,48.62,3.0225,4.8774,1.03,78.0734,64.1854,6.8702,17576450.1238,17576450.1238
600111.SH,20260528,50.98,3.811,6.1498,1.31,81.8631,67.301,7.2037,18429605.6625,18429605.6625
600111.SH,20260527,48.54,3.1341,5.0574,1.01,77.945,64.0798,6.8589,17547529.5971,17547529.5971
600111.SH,20260526,50.79,2.6057,4.2047,0.82,81.558,67.0502,7.1769,18360919.4115,18360919.4115
600111.SH,20260525,51.11,2.8407,4.5839,0.86,82.0718,67.4726,7.2221,18476601.5185,18476601.5185
600111.SH,20260522,51.09,2.2862,3.6891,0.61,82.0397,67.4462,7.2193,18469371.3868,18469371.3868
600111.SH,20260521,50.72,3.6714,5.9245,0.96,81.4456,66.9577,7.167,18335613.9506,18335613.9506
600111.SH,20260520,51.89,4.0552,6.5438,1.03,83.3243,68.5023,7.3323,18758576.6541,18758576.6541
600111.SH,20260519,50.25,3.0515,4.9242,0.66,80.6909,66.3373,7.1006,18165705.8561,18165705.8561
600111.SH,20260518,51.7,3.3951,5.4786,0.65,83.0192,68.2515,7.3055,18689890.4031,18689890.4031
600111.SH,20260515,53.78,4.4592,7.1957,0.87,86.3593,70.9974,7.5994,19441824.0983,19441824.0983
600111.SH,20260514,53.27,4.1649,6.7208,0.79,85.5403,70.3241,7.5273,19257455.7403,19257455.7403
600111.SH,20260513,56.16,4.6383,7.4847,0.82,90.1811,74.1393,7.9357,20302209.7687,20302209.7687
600111.SH,20260512,54.44,6.331,10.2162,1.07,87.4191,71.8687,7.6926,19680418.4438,19680418.4438
600111.SH,20260511,57.85,6.4552,10.4167,1.15,92.8948,76.3704,8.1745,20913155.896,20913155.896
600111.SH,20260508,54.75,3.9136,6.3153,0.76,87.9169,72.2779,7.7364,19792485.485,19792485.485
600111.SH,20260507,55.31,4.9819,8.0392,1.14,88.8161,73.0172,7.8156,19994929.1721,19994929.1721
600111.SH,20260506,55.52,6.6089,10.6646,1.93,89.1534,73.2944,7.8452,20070845.5548,20070845.5548
600111.SH,20260430,53.04,7.5053,12.1111,2.66,85.171,70.0205,7.4948,19174309.226,19174309.226
600111.SH,20260429,50.95,5.1782,8.3559,2.33,81.8149,67.2614,7.1995,18418760.465,18418760.465
600111.SH,20260428,46.32,1.3319,2.1493,0.54,74.3801,74.3801,6.7901,16744984.9801,16744984.9801
600111.SH,20260427,46.83,1.2398,2.0006,0.42,75.1991,75.1991,6.8648,16929353.3381,16929353.3381
600111.SH,20260424,47.24,1.9079,3.0787,0.6,75.8574,75.8574,6.9249,17077571.0376,17077571.0376
600111.SH,20260423,47.16,4.4671,7.2084,1.52,75.729,75.729,6.9132,17048650.5109,17048650.5109
600111.SH,20260422,50.15,2.1547,3.477,0.7,80.5303,80.5303,7.3515,18129555.1976,18129555.1976
600111.SH,20260421,50.6,2.6328,4.2484,0.79,81.2529,81.2529,7.4175,18292233.1605,18292233.1605
600111.SH,20260420,50.89,3.7057,5.9799,1.17,81.7186,81.7186,7.46,18397070.0699,18397070.0699
600111.SH,20260417,49.22,2.9016,4.6822,0.95,177.1758,79.0369,7.2152,17793354.0743,17793354.0743
600111.SH,20260416,49.39,3.3214,5.3597,1.14,177.7877,79.3099,7.2401,17854810.1936,17854810.1936
600111.SH,20260415,49.4,2.9173,4.7076,1.0,177.8237,79.3259,7.2416,17858425.2595,17858425.2595
600111.SH,20260414,50.54,3.8347,6.188,1.44,181.9273,81.1565,7.4087,18270542.7655,18270542.7655
600111.SH,20260413,52.34,2.9008,4.681,1.25,188.4067,88.4052,7.9217,18921254.617,18921254.617
600111.SH,20260410,51.75,2.2871,3.6906,1.09,186.2829,87.4087,7.8324,18707965.7324,18707965.7324
600111.SH,20260409,51.8,2.635,4.252,1.35,186.4629,87.4931,7.84,18726041.0616,18726041.0616
600111.SH,20260408,51.7,2.893,4.6684,1.63,186.103,87.3242,7.8249,18689890.4031,18689890.4031
600111.SH,20260407,49.89,2.5886,4.1772,1.67,179.5876,84.267,7.5509,18035563.4857,18035563.4857
600111.SH,20260403,47.61,1.1697,1.8875,0.67,171.3803,80.416,7.2059,17211328.4738,17211328.4738
600111.SH,20260402,47.58,1.2365,1.9953,0.66,171.2723,80.3653,7.2013,17200483.2762,17200483.2762
600111.SH,20260401,48.48,1.8539,2.9916,0.86,174.512,81.8854,7.3375,17525839.202,17525839.202
600111.SH,20260331,47.68,1.9989,3.2256,0.9,171.6323,80.5342,7.2164,17236633.9347,17236633.9347
600111.SH,20260330,47.11,1.4877,2.4006,0.6,169.5805,79.5714,7.1302,17030575.1817,17030575.1817
600111.SH,20260327,47.27,2.147,3.4645,0.89,170.1564,79.8417,7.1544,17088416.2351,17088416.2351
600111.SH,20260326,46.21,1.92,3.0982,0.75,166.3408,78.0513,6.994,16705219.2559,16705219.2559
600111.SH,20260325,47.82,3.1864,5.1418,1.33,172.1362,80.7707,7.2376,17287244.8564,17287244.8564
600111.SH,20260324,45.54,2.3174,3.7395,1.0,163.929,76.9196,6.8926,16463009.8445,16463009.8445
600111.SH,20260323,45.22,2.7961,4.512,1.24,162.7771,76.3791,6.8441,16347327.7375,16347327.7375
600111.SH,20260320,46.0,1.8865,3.0441,0.83,165.5848,77.6966,6.9622,16629302.8732,16629302.8732
600111.SH,20260319,46.62,2.6533,4.2816,1.2,167.8166,78.7438,7.056,16853436.9554,16853436.9554
600111.SH,20260318,49.01,2.2953,3.7039,1.01,176.4198,82.7806,7.4177,17717437.6916,17717437.6916
600111.SH,20260317,49.0,1.9693,3.1777,0.83,176.3838,82.7638,7.4162,17713822.6258,17713822.6258
600111.SH,20260316,49.6,2.4902,4.0184,1.02,178.5436,83.7772,7.507,17930726.5763,17930726.5763
600111.SH,20260313,50.82,1.9752,3.1873,0.78,182.9352,85.8378,7.6917,18371764.609,18371764.609
600111.SH,20260312,51.69,2.3134,3.7331,0.88,186.067,87.3073,7.8234,18686275.3373,18686275.3373
600111.SH,20260311,52.38,2.6233,4.2332,0.91,188.5507,88.4728,7.9278,18935714.8804,18935714.8804
600111.SH,20260310,53.97,2.4307,3.9224,0.67,194.2742,91.1584,8.1684,19510510.3493,19510510.3493
600111.SH,20260309,53.88,2.8349,4.5747,0.68,193.9502,91.0064,8.1548,19477974.7567,19477974.7567
600111.SH,20260306,54.3,2.4653,3.9781,0.5,195.4621,91.7158,8.2184,19629807.5221,19629807.5221
600111.SH,20260305,55.38,2.748,4.4343,0.51,199.3497,93.5399,8.3819,20020234.633,20020234.633
