ts_code,trade_date,adj_factor
600406.SH,20250213,50.7592
600406.SH,20250212,50.7592
600406.SH,20250211,50.7592
600406.SH,20250210,50.7592
600406.SH,20250207,50.7592
600406.SH,20250206,50.7592
600406.SH,20250205,50.7592
600406.SH,20250127,50.7592
600406.SH,20250124,50.7592
600406.SH,20250123,50.7592
600406.SH,20250122,50.7592
600406.SH,20250121,50.7592
600406.SH,20250120,50.7592
600406.SH,20250117,50.7592
600406.SH,20250116,50.7592
600406.SH,20250115,50.7592
600406.SH,20250114,50.7592
600406.SH,20250113,50.7592
600406.SH,20250110,50.7592
600406.SH,20250109,50.7592
600406.SH,20250108,50.7592
600406.SH,20250107,50.7592
600406.SH,20250106,50.7592
600406.SH,20250103,50.7592
600406.SH,20250102,50.7592
600406.SH,20241231,50.7592
600406.SH,20241230,50.7592
600406.SH,20241227,50.7592
600406.SH,20241226,50.7592
600406.SH,20241225,50.7592
600406.SH,20241224,50.7592
600406.SH,20241223,50.7592
600406.SH,20241220,50.7592
600406.SH,20241219,50.7592
600406.SH,20241218,50.7592
600406.SH,20241217,50.7592
600406.SH,20241216,50.7592
600406.SH,20241213,50.7592
600406.SH,20241212,50.7592
600406.SH,20241211,50.7592
600406.SH,20241210,50.7592
600406.SH,20241209,50.7592
600406.SH,20241206,50.7592
600406.SH,20241205,50.7592
600406.SH,20241204,50.7592
600406.SH,20241203,50.7592
600406.SH,20241202,50.7592
600406.SH,20241129,50.7592
600406.SH,20241128,50.7592
600406.SH,20241127,50.7592
600406.SH,20241126,50.7592
600406.SH,20241125,50.7592
600406.SH,20241122,50.7592
600406.SH,20241121,50.7592
600406.SH,20241120,50.7592
600406.SH,20241119,50.7592
600406.SH,20241118,50.7592
600406.SH,20241115,50.7592
600406.SH,20241114,50.7592
600406.SH,20241113,50.7592
600406.SH,20241112,50.7592
600406.SH,20241111,50.7592
600406.SH,20241108,50.7592
600406.SH,20241107,50.7592
600406.SH,20241106,50.7592
600406.SH,20241105,50.7592
600406.SH,20241104,50.7592
600406.SH,20241101,50.7592
600406.SH,20241031,50.7592
600406.SH,20241030,50.7592
600406.SH,20241029,50.7592
600406.SH,20241028,50.7592
600406.SH,20241025,50.7592
600406.SH,20241024,50.51
600406.SH,20241023,50.51
600406.SH,20241022,50.51
600406.SH,20241021,50.51
600406.SH,20241018,50.51
600406.SH,20241017,50.51
600406.SH,20241016,50.51
600406.SH,20241015,50.51
600406.SH,20241014,50.51
600406.SH,20241011,50.51
600406.SH,20241010,50.51
600406.SH,20241009,50.51
600406.SH,20241008,50.51
600406.SH,20240930,50.51
600406.SH,20240927,50.51
600406.SH,20240926,50.51
600406.SH,20240925,50.51
600406.SH,20240924,50.51
600406.SH,20240923,50.51
600406.SH,20240920,50.51
600406.SH,20240919,50.51
600406.SH,20240918,50.51
600406.SH,20240913,50.51
600406.SH,20240912,50.51
600406.SH,20240911,50.51
600406.SH,20240910,50.51
600406.SH,20240909,50.51
600406.SH,20240906,50.51
600406.SH,20240905,50.51
600406.SH,20240904,50.51
600406.SH,20240903,50.51
600406.SH,20240902,50.51
600406.SH,20240830,50.51
600406.SH,20240829,50.51
600406.SH,20240828,50.51
600406.SH,20240827,50.51
600406.SH,20240826,50.51
600406.SH,20240823,50.51
600406.SH,20240822,50.51
600406.SH,20240821,50.51
600406.SH,20240820,50.51
600406.SH,20240819,50.51
600406.SH,20240816,50.51
600406.SH,20240815,50.51
600406.SH,20240814,50.51
600406.SH,20240813,50.51
600406.SH,20240812,50.51
600406.SH,20240809,50.51
600406.SH,20240808,50.51
600406.SH,20240807,50.51
600406.SH,20240806,50.51
600406.SH,20240805,50.51
600406.SH,20240802,50.51
600406.SH,20240801,50.51
600406.SH,20240731,50.51
600406.SH,20240730,50.51
600406.SH,20240729,50.51
600406.SH,20240726,50.51
600406.SH,20240725,50.51
600406.SH,20240724,50.51
600406.SH,20240723,50.51
600406.SH,20240722,50.51
600406.SH,20240719,50.51
600406.SH,20240718,50.51
600406.SH,20240717,50.51
600406.SH,20240716,50.51
600406.SH,20240715,50.51
600406.SH,20240712,50.51
600406.SH,20240711,50.51
600406.SH,20240710,50.51
600406.SH,20240709,50.51
600406.SH,20240708,50.51
600406.SH,20240705,50.51
600406.SH,20240704,50.51
600406.SH,20240703,50.51
600406.SH,20240702,50.51
600406.SH,20240701,50.51
600406.SH,20240628,50.51
600406.SH,20240627,50.51
600406.SH,20240626,50.51
600406.SH,20240625,50.5096
600406.SH,20240624,50.5099
600406.SH,20240621,50.5099
600406.SH,20240620,50.5099
600406.SH,20240619,50.5099
600406.SH,20240618,50.5099
600406.SH,20240617,50.5099
600406.SH,20240614,50.5099
600406.SH,20240613,49.38
600406.SH,20240612,49.38
600406.SH,20240611,49.38
600406.SH,20240607,49.38
600406.SH,20240606,49.38
600406.SH,20240605,49.38
600406.SH,20240604,49.38
600406.SH,20240603,49.38
600406.SH,20240531,49.38
600406.SH,20240530,49.38
600406.SH,20240529,49.38
600406.SH,20240528,49.38
600406.SH,20240527,49.38
600406.SH,20240524,49.38
600406.SH,20240523,49.38
600406.SH,20240522,49.38
600406.SH,20240521,49.38
600406.SH,20240520,49.38
600406.SH,20240517,49.38
600406.SH,20240516,49.38
600406.SH,20240515,49.38
600406.SH,20240514,49.38
600406.SH,20240513,49.38
600406.SH,20240510,49.38
600406.SH,20240509,49.38
600406.SH,20240508,49.38
600406.SH,20240507,49.38
600406.SH,20240506,49.38
600406.SH,20240430,49.38
600406.SH,20240429,49.38
600406.SH,20240426,49.38
600406.SH,20240425,49.38
600406.SH,20240424,49.38
600406.SH,20240423,49.38
600406.SH,20240422,49.38
600406.SH,20240419,49.38
600406.SH,20240418,49.38
600406.SH,20240417,49.38
600406.SH,20240416,49.38
600406.SH,20240415,49.38
600406.SH,20240412,49.38
600406.SH,20240411,49.38
600406.SH,20240410,49.38
600406.SH,20240409,49.38
600406.SH,20240408,49.38
600406.SH,20240403,49.38
600406.SH,20240402,49.38
600406.SH,20240401,49.38
600406.SH,20240329,49.38
600406.SH,20240328,49.38
600406.SH,20240327,49.38
600406.SH,20240326,49.38
600406.SH,20240325,49.38
600406.SH,20240322,49.38
600406.SH,20240321,49.38
600406.SH,20240320,49.38
600406.SH,20240319,49.38
600406.SH,20240318,49.38
600406.SH,20240315,49.38
600406.SH,20240314,49.38
600406.SH,20240313,49.38
600406.SH,20240312,49.38
600406.SH,20240311,49.38
600406.SH,20240308,49.38
600406.SH,20240307,49.38
600406.SH,20240306,49.38
600406.SH,20240305,49.38
600406.SH,20240304,49.38
600406.SH,20240301,49.38
600406.SH,20240229,49.38
600406.SH,20240228,49.38
600406.SH,20240227,49.38
600406.SH,20240226,49.38
600406.SH,20240223,49.38
600406.SH,20240222,49.38
600406.SH,20240221,49.38
600406.SH,20240220,49.38
600406.SH,20240219,49.38
600406.SH,20240208,49.38
600406.SH,20240207,49.38
600406.SH,20240206,49.38
600406.SH,20240205,49.38
600406.SH,20240202,49.38
600406.SH,20240201,49.38
600406.SH,20240131,49.38
600406.SH,20240130,49.38
600406.SH,20240129,49.38
600406.SH,20240126,49.38
600406.SH,20240125,49.38
600406.SH,20240124,49.38
600406.SH,20240123,49.38
600406.SH,20240122,49.38
600406.SH,20240119,49.38
600406.SH,20240118,49.38
600406.SH,20240117,49.38
600406.SH,20240116,49.38
600406.SH,20240115,49.38
600406.SH,20240112,49.38
600406.SH,20240111,49.38
600406.SH,20240110,49.38
600406.SH,20240109,49.38
600406.SH,20240108,49.38
600406.SH,20240105,49.38
600406.SH,20240104,49.38
600406.SH,20240103,49.38
600406.SH,20240102,49.38
600406.SH,20231229,49.38
600406.SH,20231228,49.38
600406.SH,20231227,49.38
600406.SH,20231226,49.38
600406.SH,20231225,49.38
600406.SH,20231222,49.38
600406.SH,20231221,49.38
600406.SH,20231220,49.38
600406.SH,20231219,49.38
600406.SH,20231218,49.38
600406.SH,20231215,49.38
600406.SH,20231214,49.38
600406.SH,20231213,49.38
600406.SH,20231212,49.38
600406.SH,20231211,49.38
600406.SH,20231208,49.38
600406.SH,20231207,49.38
600406.SH,20231206,49.38
600406.SH,20231205,49.38
600406.SH,20231204,49.38
600406.SH,20231201,49.38
600406.SH,20231130,49.38
600406.SH,20231129,49.38
600406.SH,20231128,49.38
600406.SH,20231127,49.38
600406.SH,20231124,49.38
600406.SH,20231123,49.38
600406.SH,20231122,49.38
600406.SH,20231121,49.38
600406.SH,20231120,49.38
600406.SH,20231117,49.38
600406.SH,20231116,49.38
600406.SH,20231115,49.38
600406.SH,20231114,49.38
600406.SH,20231113,49.38
600406.SH,20231110,49.38
600406.SH,20231109,49.38
600406.SH,20231108,49.38
600406.SH,20231107,49.38
600406.SH,20231106,49.38
600406.SH,20231103,49.38
600406.SH,20231102,49.38
600406.SH,20231101,49.38
600406.SH,20231031,49.38
600406.SH,20231030,49.38
600406.SH,20231027,49.38
600406.SH,20231026,49.38
600406.SH,20231025,49.38
600406.SH,20231024,49.38
600406.SH,20231023,49.38
600406.SH,20231020,49.38
600406.SH,20231019,49.38
600406.SH,20231018,49.38
600406.SH,20231017,49.38
600406.SH,20231016,49.38
600406.SH,20231013,49.38
600406.SH,20231012,49.38
600406.SH,20231011,49.38
600406.SH,20231010,49.38
600406.SH,20231009,49.38
600406.SH,20230928,49.38
600406.SH,20230927,49.38
600406.SH,20230926,49.38
600406.SH,20230925,49.38
600406.SH,20230922,49.38
600406.SH,20230921,49.38
600406.SH,20230920,49.38
600406.SH,20230919,49.38
600406.SH,20230918,49.38
600406.SH,20230915,49.38
600406.SH,20230914,49.38
600406.SH,20230913,49.38
600406.SH,20230912,49.38
600406.SH,20230911,49.38
600406.SH,20230908,49.38
600406.SH,20230907,49.38
600406.SH,20230906,49.38
600406.SH,20230905,49.38
600406.SH,20230904,49.38
600406.SH,20230901,49.38
600406.SH,20230831,49.38
600406.SH,20230830,49.38
600406.SH,20230829,49.38
600406.SH,20230828,49.38
600406.SH,20230825,49.38
600406.SH,20230824,49.38
600406.SH,20230823,49.38
600406.SH,20230822,49.38
600406.SH,20230821,49.38
600406.SH,20230818,49.38
600406.SH,20230817,49.38
600406.SH,20230816,49.38
600406.SH,20230815,49.38
600406.SH,20230814,49.38
600406.SH,20230811,49.38
600406.SH,20230810,49.38
600406.SH,20230809,49.38
600406.SH,20230808,49.38
600406.SH,20230807,49.38
600406.SH,20230804,49.38
600406.SH,20230803,49.38
600406.SH,20230802,49.38
600406.SH,20230801,49.38
600406.SH,20230731,49.38
600406.SH,20230728,49.38
600406.SH,20230727,49.38
600406.SH,20230726,49.38
600406.SH,20230725,49.38
600406.SH,20230724,49.38
600406.SH,20230721,49.38
600406.SH,20230720,49.38
600406.SH,20230719,49.38
600406.SH,20230718,49.38
600406.SH,20230717,49.38
600406.SH,20230714,49.38
600406.SH,20230713,49.38
600406.SH,20230712,49.38
600406.SH,20230711,49.38
600406.SH,20230710,49.38
600406.SH,20230707,49.38
600406.SH,20230706,49.38
600406.SH,20230705,49.38
600406.SH,20230704,49.38
600406.SH,20230703,49.38
600406.SH,20230630,49.38
600406.SH,20230629,49.38
600406.SH,20230628,49.38
600406.SH,20230627,49.38
600406.SH,20230626,49.38
600406.SH,20230621,49.38
600406.SH,20230620,40.57
600406.SH,20230619,40.57
600406.SH,20230616,40.57
600406.SH,20230615,40.57
600406.SH,20230614,40.57
600406.SH,20230613,40.57
600406.SH,20230612,40.57
600406.SH,20230609,40.57
600406.SH,20230608,40.57
600406.SH,20230607,40.57
600406.SH,20230606,40.57
600406.SH,20230605,40.57
600406.SH,20230602,40.57
600406.SH,20230601,40.57
600406.SH,20230531,40.5699
600406.SH,20230530,40.5699
600406.SH,20230529,40.5699
600406.SH,20230526,40.5699
600406.SH,20230525,40.5699
600406.SH,20230524,40.5699
600406.SH,20230523,40.5699
600406.SH,20230522,40.5699
600406.SH,20230519,40.5699
600406.SH,20230518,40.5699
600406.SH,20230517,40.5699
600406.SH,20230516,40.5699
600406.SH,20230515,40.5699
600406.SH,20230512,40.5699
600406.SH,20230511,40.5699
600406.SH,20230510,40.5699
600406.SH,20230509,40.5699
600406.SH,20230508,40.5699
600406.SH,20230505,40.5699
600406.SH,20230504,40.5699
600406.SH,20230428,40.5699
600406.SH,20230427,40.5699
600406.SH,20230426,40.5699
600406.SH,20230425,40.5699
600406.SH,20230424,40.5699
600406.SH,20230421,40.5699
600406.SH,20230420,40.5699
600406.SH,20230419,40.5699
600406.SH,20230418,40.5699
600406.SH,20230417,40.5699
600406.SH,20230414,40.5699
600406.SH,20230413,40.5699
600406.SH,20230412,40.5699
600406.SH,20230411,40.5699
600406.SH,20230410,40.5699
600406.SH,20230407,40.5699
600406.SH,20230406,40.5699
600406.SH,20230404,40.5699
600406.SH,20230403,40.5699
600406.SH,20230331,40.5699
600406.SH,20230330,40.5699
600406.SH,20230329,40.5699
600406.SH,20230328,40.5699
600406.SH,20230327,40.5699
600406.SH,20230324,40.5699
600406.SH,20230323,40.5699
600406.SH,20230322,40.5699
600406.SH,20230321,40.5699
600406.SH,20230320,40.5699
600406.SH,20230317,40.5699
600406.SH,20230316,40.5699
600406.SH,20230315,40.5699
600406.SH,20230314,40.5699
600406.SH,20230313,40.5699
600406.SH,20230310,40.5699
600406.SH,20230309,40.5699
600406.SH,20230308,40.5699
600406.SH,20230307,40.5699
600406.SH,20230306,40.5699
600406.SH,20230303,40.5699
600406.SH,20230302,40.5699
600406.SH,20230301,40.5699
600406.SH,20230228,40.5699
600406.SH,20230227,40.5699
600406.SH,20230224,40.5699
600406.SH,20230223,40.5699
600406.SH,20230222,40.5699
600406.SH,20230221,40.5699
600406.SH,20230220,40.5699
600406.SH,20230217,40.5699
600406.SH,20230216,40.5699
600406.SH,20230215,40.5699
600406.SH,20230214,40.5699
600406.SH,20230213,40.5699
600406.SH,20230210,40.5699
600406.SH,20230209,40.5699
600406.SH,20230208,40.5699
600406.SH,20230207,40.5699
600406.SH,20230206,40.5699
600406.SH,20230203,40.5699
600406.SH,20230202,40.5699
600406.SH,20230201,40.5699
600406.SH,20230131,40.5699
600406.SH,20230130,40.5699
600406.SH,20230120,40.5699
600406.SH,20230119,40.5699
600406.SH,20230118,40.5699
600406.SH,20230117,40.5699
600406.SH,20230116,40.5699
600406.SH,20230113,40.5699
600406.SH,20230112,40.5699
600406.SH,20230111,40.5699
600406.SH,20230110,40.5699
600406.SH,20230109,40.5699
600406.SH,20230106,40.5699
600406.SH,20230105,40.5699
600406.SH,20230104,40.5699
600406.SH,20230103,40.5699
