ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
603259.SH,20260529,100.8,103.46,99.44,101.6,99.22,2.38,2.3987,570781.05,5807099.294
603259.SH,20260528,102.48,102.98,99.8,100.8,102.63,-1.83,-1.7831,337441.41,3399183.517
603259.SH,20260527,104.0,104.28,101.09,102.63,104.11,-1.48,-1.4216,372196.58,3821986.128
603259.SH,20260526,102.0,104.35,100.61,104.11,102.55,1.56,1.5212,390969.09,4020846.561
603259.SH,20260525,103.0,104.0,101.3,102.55,103.98,-1.43,-1.3753,311855.88,3189243.957
603259.SH,20260522,105.38,105.45,102.58,103.98,104.23,-0.25,-0.2399,332227.12,3448079.941
603259.SH,20260521,103.11,107.63,102.73,104.23,103.1,1.13,1.096,583265.57,6170198.014
603259.SH,20260520,101.4,104.55,101.21,103.1,101.79,1.31,1.287,325473.13,3341902.258
603259.SH,20260519,102.0,103.79,101.2,101.79,102.05,-0.26,-0.2548,284164.58,2899637.895
603259.SH,20260518,102.9,103.82,101.32,102.05,103.13,-1.08,-1.0472,274708.82,2804949.157
603259.SH,20260515,104.77,105.85,102.62,103.13,103.01,0.12,0.1165,394487.25,4106634.5
603259.SH,20260514,110.0,111.37,103.0,103.01,108.92,-5.91,-5.426,601413.19,6382539.682
603259.SH,20260513,110.44,111.16,107.94,108.92,110.33,-1.41,-1.278,351525.62,3821309.906
603259.SH,20260512,108.0,113.16,107.74,110.33,108.72,1.61,1.4809,649940.69,7187971.642
603259.SH,20260511,106.65,108.98,105.5,108.72,106.8,1.92,1.7978,539195.38,5778563.639
603259.SH,20260508,110.01,110.2,106.7,106.8,111.28,-4.48,-4.0259,455335.69,4896194.844
603259.SH,20260507,109.74,112.31,109.2,111.28,109.0,2.28,2.0917,480968.13,5338831.847
603259.SH,20260506,111.63,111.74,108.0,109.0,109.55,-0.55,-0.5021,540922.39,5903886.889
603259.SH,20260430,110.0,111.01,106.62,109.55,111.18,-1.63,-1.4661,596825.13,6505556.29
603259.SH,20260429,111.0,114.5,109.92,111.18,110.57,0.61,0.5517,1040521.61,11598965.408
603259.SH,20260428,110.5,110.57,108.02,110.57,100.52,10.05,9.998,538372.25,5924749.802
603259.SH,20260427,99.96,101.19,99.16,100.52,100.08,0.44,0.4396,322196.14,3230776.72
603259.SH,20260424,99.03,101.32,98.29,100.08,100.19,-0.11,-0.1098,318337.68,3181527.53
603259.SH,20260423,99.92,101.27,98.89,100.19,99.25,0.94,0.9471,356491.96,3562530.998
603259.SH,20260422,98.2,99.8,98.12,99.25,98.55,0.7,0.7103,270679.09,2681090.651
603259.SH,20260421,99.5,99.99,97.61,98.55,99.76,-1.21,-1.2129,299366.84,2946365.742
603259.SH,20260420,99.39,100.19,98.32,99.76,99.39,0.37,0.3723,373939.38,3712781.299
603259.SH,20260417,105.0,105.07,99.27,99.39,105.66,-6.27,-5.9341,777282.0,7833958.763
603259.SH,20260416,107.11,107.88,105.59,105.66,106.83,-1.17,-1.0952,347647.77,3694933.819
603259.SH,20260415,108.3,108.75,105.44,106.83,106.55,0.28,0.2628,367846.49,3924413.397
603259.SH,20260414,106.71,106.8,104.12,106.55,105.71,0.84,0.7946,310174.34,3271850.697
603259.SH,20260413,105.8,106.78,104.91,105.71,106.33,-0.62,-0.5831,249608.97,2636691.394
603259.SH,20260410,106.0,107.66,105.51,106.33,106.19,0.14,0.1318,323722.85,3449846.649
