ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
600809.SH,20260430,20260331,4.41,4.41,12.2325,12.2325,0.5771,0.4574,34.7386,3570207.83,5378987443.17,11199410988.27,2.8672,2.1373,0.8116,156680.1155,0.2999,4.5969,0.2473,7253224849.89,7246248271.84,,3081921126.6015,3081921126.6015,18680899315.1,131990369.42,23866179.05,-12489721407.89,40977606823.19,34916838869.12,22422244212.88,45571176688.81,42937847321.75,4.4121,36.9052,6.7655,35.196,2.2515,5.9397,2.5262,2.5262,36.2153,75.0468,24.9532,11.2265,36.2153,8.8719,2.383,-0.0283,,51.3964,48.581,48.5568,12.7163,12.57,12.7078,12.0063,8.9547,12.5745,50.8652,48.0252,29.2569,1.4136,1.4259,83.2764,16.7236,63.6456,0.0524,98.7973,99.2734,0.7266,0.4414,0.4136,2.3902,1886.4805,2.1754,1716.9739,,0.4382,338.856,35.8188,8.9183,6299866080.86,48.5889,8.8719,51.3964,12.7163,12.7078,8.9547,55.3071,-19.0826,-19.0826,17.4648,-18.5452,-18.4165,-19.0299,-19.18,17.4634,-30.9533,13.5996,14.3112,13.5996,-9.6801,-9.6801,-9.6801,484.8382,17.2688
600809.SH,20260430,20260331,4.41,4.41,12.2325,12.2325,0.5771,0.4574,34.7386,3570207.83,5378987443.17,11199410988.27,2.8672,2.1373,0.8116,156680.1155,0.2999,4.5969,0.2473,7253224849.89,7246248271.84,,3081921126.6015,3081921126.6015,18680899315.1,131990369.42,23866179.05,-12489721407.89,40977606823.19,34916838869.12,22422244212.88,45571176688.81,42937847321.75,4.4121,36.9052,6.7655,35.196,2.2515,5.9397,2.5262,2.5262,36.2153,75.0468,24.9532,11.2265,36.2153,8.8719,2.383,-0.0283,,51.3964,48.581,48.5568,12.7163,12.57,12.7078,12.0063,8.9547,12.5745,50.8652,48.0252,29.2569,1.4136,1.4259,83.2764,16.7236,,0.0524,98.7973,99.2734,0.7266,0.4414,0.4136,2.3902,1886.4805,2.1754,1716.9739,,0.4382,338.856,35.8188,8.9183,6299866080.86,48.5889,8.8719,51.3964,12.7163,12.7078,8.9547,55.3071,-19.0826,-19.0826,17.4648,-18.5452,-18.4165,-19.0299,-19.18,17.4634,-30.9533,13.5996,14.3112,13.5996,-9.6801,-9.6801,,,17.2688
600809.SH,20260423,20251231,10.0383,10.0383,31.7372,31.7372,0.5771,0.4574,30.3265,-6709825.63,12253039162.88,28981585580.95,2.8606,1.9639,0.7392,449993.842,0.8609,12.6867,0.7051,16357281071.02,16628219701.02,17248367849.57,11362701221.2985,11362701221.2985,15859984427.41,132176792.05,196844114.48,-9570051624.09,35888414165.79,29861536928.69,20283697077.34,40331314111.08,37555289670.75,10.0383,32.4871,7.3883,30.7839,2.8293,13.6301,9.314,9.314,31.7557,74.8525,25.1475,14.7434,31.7557,10.5934,4.2017,-0.0517,-0.0033,57.7531,43.0323,42.9467,32.926,33.48,32.944,30.283,22.3919,32.2791,32.926,30.283,28.7429,1.4034,1.4763,81.5123,18.4877,63.7184,0.4881,98.2689,99.1354,0.8646,0.5616,0.4034,2.4482,201.3428,2.2168,182.319,,0.5568,511.3644,22.3919,22.3028,6143329807.39,43.0026,13.9492,81.5634,2.1471,2.147,1.5245,0.5422,0.0289,0.0289,-25.9511,0.7423,0.7322,0.0281,0.06,-25.9507,-12.2865,14.0394,5.287,14.0396,7.5179,7.5179,24.5079,-68.7772,14.0396
600809.SH,20260423,20251231,10.0383,10.0383,31.7372,31.7372,0.5771,0.4574,30.3265,-6709825.63,12253039162.88,28981585580.95,2.8606,1.9639,0.7392,449993.842,0.8609,12.6867,0.7051,16357281071.02,16628219701.02,17248367849.57,11362701221.2985,11362701221.2985,15859984427.41,132176792.05,196844114.48,-9570051624.09,35888414165.79,29861536928.69,20283697077.34,40331314111.08,37555289670.75,10.0383,32.4871,7.3883,30.7839,2.8293,13.6301,9.314,9.314,31.7557,74.8525,25.1475,14.7434,31.7557,10.5934,4.2017,-0.0517,-0.0033,57.7531,43.0323,42.9467,32.926,33.48,32.944,30.283,22.3919,32.2791,32.926,30.283,28.7429,1.4034,1.4763,81.5123,18.4877,,0.4881,98.2689,99.1354,0.8646,0.5616,0.4034,2.4482,201.3428,2.2168,182.319,,0.5568,511.3644,22.3919,22.3028,6143329807.39,43.0026,13.9492,81.5634,2.1471,2.147,1.5245,0.5422,0.0289,0.0289,-25.9511,0.7423,0.7322,0.0281,0.06,-25.9507,-12.2865,14.0394,5.287,14.0396,7.5179,7.5179,,,14.0396
600809.SH,20251031,20250930,9.35,9.35,26.988,26.988,0.5771,0.4574,29.6365,-6785104.95,11411294175.75,25055382618.36,2.9324,2.0729,0.8722,37006.0784,0.7449,11.664,0.6095,15289096054.42,15395031889.78,,12380443453.0111,12380443453.0111,14945021246.19,141564175.6,186356004.41,-11120733299.16,34884189499.73,29235201864.71,18111815890.77,39464263635.03,36713469404.3,9.3482,31.7877,7.3626,30.0939,4.0918,12.6192,10.1482,10.1482,34.777,76.0997,23.9003,13.2525,34.777,10.0028,3.2864,-0.0368,,53.563,46.8397,46.7587,31.0185,31.82,31.0369,28.4972,21.1949,30.4203,41.358,37.9963,27.9976,1.3888,1.4693,81.3258,18.6742,63.948,0.4722,98.2657,99.0557,0.9443,0.5937,0.3888,2.5391,208.0955,2.2841,187.1911,,0.5881,450.7586,28.2599,21.1105,5692669626.97,46.799,10.1688,56.444,7.7682,7.7566,5.2663,33.5028,0.5376,0.5376,-21.4497,1.1244,1.0842,0.4805,0.53,-21.4494,-12.2632,11.5843,1.9734,11.5844,4.9966,4.9966,4.0537,55.6393,14.5249
600809.SH,20251031,20250930,9.35,9.35,26.988,26.988,0.5771,0.4574,29.6365,-6785104.95,11411294175.75,25055382618.36,2.9324,2.0729,0.8722,37006.0784,0.7449,11.664,0.6095,15289096054.42,15395031889.78,,12380443453.0111,12380443453.0111,14945021246.19,141564175.6,186356004.41,-11120733299.16,34884189499.73,29235201864.71,18111815890.77,39464263635.03,36713469404.3,9.3482,31.7877,7.3626,30.0939,4.0918,12.6192,10.1482,10.1482,34.777,76.0997,23.9003,13.2525,34.777,10.0028,3.2864,-0.0368,,53.563,46.8397,46.7587,31.0185,31.82,31.0369,28.4972,21.1949,30.4203,41.358,37.9963,27.9976,1.3888,1.4693,81.3258,18.6742,,0.4722,98.2657,99.0557,0.9443,0.5937,0.3888,2.5391,208.0955,2.2841,187.1911,,0.5881,450.7586,28.2599,21.1105,5692669626.97,46.799,10.1688,56.444,7.7682,7.7566,5.2663,33.5028,0.5376,0.5376,-21.4497,1.1244,1.0842,0.4805,0.53,-21.4494,-12.2632,11.5843,1.9734,11.5844,4.9966,4.9966,,,14.5249
600809.SH,20250829,20250630,6.9716,6.9716,19.6432,19.6432,0.5771,0.4574,27.2598,-11120869.99,8516198151.26,18368382929.67,2.3271,1.6711,0.7961,124275.1567,0.5275,8.4694,0.4353,11386286175.76,11429702965.95,11750507043.09,15376236201.3795,15376236201.3795,19752969586.19,141564175.6,369259065.19,-13557291433.05,31794003913.55,26700837808.97,13140976591.19,36708118639.68,33814037614.77,6.9716,29.4015,4.9019,27.7172,6.1984,9.3689,12.6038,12.6038,35.5671,76.65,23.35,12.7865,35.5671,9.9408,2.874,-0.0283,,52.4858,47.786,47.6954,24.086,23.77,24.1175,20.7628,15.4831,23.5104,48.172,41.5256,35.8001,1.5576,1.559,82.7178,17.2822,,1.0059,97.7136,99.2887,0.7113,0.2972,0.5576,1.7701,97.1373,1.569,86.1022,,0.2951,425.7346,30.9662,15.45,5122873809.5,47.7269,11.515,66.7208,5.0025,5.0109,3.3143,-14.0625,1.1315,1.1315,-24.5896,1.2807,1.1663,1.1318,1.27,-24.5898,-12.8139,3.2081,5.8088,3.2083,5.3536,5.3536,,,15.9953
600809.SH,20250829,20250630,6.9716,6.9716,19.6432,19.6432,0.5771,0.4574,27.2598,-11120869.99,8516198151.26,18368382929.67,2.3271,1.6711,0.6934,124275.1567,0.5275,8.4694,0.4353,11386286175.76,11429702965.95,11750507043.09,,,19752969586.19,141564175.6,369259065.19,-13557291433.05,31794003913.55,26700837808.97,13140976591.19,36708118639.68,33814037614.77,6.9716,29.4015,4.9019,27.7172,6.1984,9.3689,,,35.5671,76.65,23.35,12.7865,35.5671,9.9408,2.874,-0.0283,,52.4858,47.786,47.6954,24.086,23.77,24.1175,20.7628,15.4831,23.5104,48.172,41.5256,35.8001,1.5576,1.559,82.7178,17.2822,56.1705,1.0059,97.7136,99.2887,0.7113,0.2972,0.5576,1.7701,97.1373,1.569,86.1022,,0.2951,425.7346,30.9662,15.45,5122873809.5,47.7269,11.515,66.7208,5.0025,5.0109,3.3143,-14.0625,1.1315,1.1315,-24.5896,1.2807,1.1663,1.1318,1.27,-24.5898,-12.8139,3.2081,5.8088,3.2083,5.3536,5.3536,0.4481,-71.3391,15.9953
600809.SH,20250430,20250331,5.45,5.45,13.5435,13.5435,0.5771,0.4574,29.3372,-8028027.03,6655610894.9,13019538303.35,2.746,2.0127,0.5159,73789.0794,0.3641,5.8143,0.3015,8909872255.16,8882464657.14,,3748014602.2413,3748014602.2413,16743062392.39,141564175.6,364988018.6,-6817028270.84,34731597235.35,29708551401.95,22798614963.32,39217222102.72,36348414400.57,5.449,31.4707,5.7596,29.7947,0.7355,7.2809,3.0722,3.0722,40.2816,78.7981,21.2019,11.1618,40.2816,9.2318,1.9607,-0.0308,,46.0748,53.8683,53.7593,18.176,17.26,18.1979,16.2093,12.1456,17.7451,72.704,64.8372,30.747,1.444,1.4983,83.2837,16.7163,61.9081,0.9307,97.8985,98.6407,1.3593,0.413,0.444,2.2257,105.19,2.0135,95.1582,,0.4073,330.7619,48.5824,12.131,4962701499.0,53.7921,9.2318,46.0748,18.176,18.1979,12.1456,42.5267,6.2378,6.2378,-0.2079,6.4007,6.253,6.1503,6.31,-0.2074,-5.7271,10.4716,4.8727,10.4715,7.7229,7.7229,7.7229,590.8452,12.599
600809.SH,20250430,20250331,5.45,5.45,13.5435,13.5435,0.5771,0.4574,29.3372,-8028027.03,6655610894.9,13019538303.35,2.746,2.0127,0.5159,73789.0794,0.3641,5.8143,0.3015,8909872255.16,8882464657.14,,3748014602.2413,3748014602.2413,16743062392.39,141564175.6,364988018.6,-6817028270.84,34731597235.35,29708551401.95,22798614963.32,39217222102.72,36348414400.57,5.449,31.4707,5.7596,29.7947,0.7355,7.2809,3.0722,3.0722,40.2816,78.7981,21.2019,11.1618,40.2816,9.2318,1.9607,-0.0308,,46.0748,53.8683,53.7593,18.176,17.26,18.1979,16.2093,12.1456,17.7451,72.704,64.8372,30.747,1.444,1.4983,83.2837,16.7163,,0.9307,97.8985,98.6407,1.3593,0.413,0.444,2.2257,105.19,2.0135,95.1582,,0.4073,330.7619,48.5824,12.131,4962701499.0,53.7921,9.2318,46.0748,18.176,18.1979,12.1456,42.5267,6.2378,6.2378,-0.2079,6.4007,6.253,6.1503,6.31,-0.2074,-5.7271,10.4716,4.8727,10.4715,7.7229,7.7229,,,12.599
600809.SH,20250430,20241231,10.0354,10.0354,29.5181,29.5181,0.5771,0.4574,26.3482,-2733169.59,12245617493.36,27441315378.99,2.4513,1.7126,0.4498,235067.5423,0.9158,15.0685,0.738,16203937969.86,16517182882.01,17101459810.59,7844987027.867,7844987027.867,17603166480.6,141564175.6,545984573.16,-5738746133.16,30923353570.27,26070550828.92,20145840244.43,35750467232.31,32701943518.82,10.0354,28.4876,9.9776,26.8057,2.0574,13.5391,6.4305,6.4305,34.026,76.2026,23.7974,14.7503,34.026,10.3478,4.4296,-0.0271,-0.0059,55.0028,45.9265,45.8671,39.1204,39.68,39.1292,33.8498,25.1111,37.7308,39.1204,33.8498,34.1913,1.5196,1.5592,82.3134,17.6866,57.8058,1.5272,97.2122,98.2093,1.7907,0.6776,0.5196,1.9001,63.6535,1.6907,56.6378,,0.6655,521.8163,25.1111,25.0902,4893732884.34,45.8994,17.5994,75.9632,2.6027,2.6058,1.728,15.849,17.199,17.199,68.4722,16.2719,16.3581,17.2902,17.24,68.4731,-6.0536,24.8481,21.3158,24.848,12.7864,12.7864,-10.2358,-67.3309,24.848
600809.SH,20250430,20241231,10.0354,10.0354,29.5181,29.5181,0.5771,0.4574,26.3482,-2733169.59,12245617493.36,27441315378.99,2.4513,1.7126,0.4498,235067.5423,0.9158,15.0685,0.738,16203937969.86,16517182882.01,17101459810.59,7844987027.867,7844987027.867,17603166480.6,141564175.6,545984573.16,-5738746133.16,30923353570.27,26070550828.92,20145840244.43,35750467232.31,32701943518.82,10.0354,28.4876,9.9776,26.8057,2.0574,13.5391,6.4305,6.4305,34.026,76.2026,23.7974,14.7503,34.026,10.3478,4.4296,-0.0271,-0.0059,55.0028,45.9265,45.8671,39.1204,39.68,39.1292,33.8498,25.1111,37.7308,39.1204,33.8498,34.1913,1.5196,1.5592,82.3134,17.6866,,1.5272,97.2122,98.2093,1.7907,0.6776,0.5196,1.9001,63.6535,1.6907,56.6378,,0.6655,521.8163,25.1111,25.0902,4893732884.34,45.8994,17.5994,75.9632,2.6027,2.6058,1.728,15.849,17.199,17.199,68.4722,16.2719,16.3581,17.2902,17.24,68.4731,-6.0536,24.8481,21.3158,24.848,12.7864,12.7864,,,24.848
600809.SH,20241031,20240930,9.3,9.3,25.7037,25.7037,0.5771,,25.6138,-1669142.93,11351642750.05,23841566440.99,2.6757,1.901,0.7344,115904.0055,0.842,16.6793,0.6684,15085410497.88,15229927773.62,,12261851479.2651,12261851479.2651,14744834871.26,140392884.43,540387146.41,-10386873895.92,30102427399.87,24975821095.59,14208006516.41,34852899881.11,31247894904.39,9.3035,27.7562,9.3731,25.6138,5.8629,12.4839,10.051,10.051,36.2309,76.0312,23.9688,12.7528,36.2309,9.2717,3.5198,-0.0387,,51.8923,48.6333,48.5685,36.7918,33.87,36.7972,32.4614,24.2154,35.4694,49.0557,43.2819,31.0137,1.4496,1.5208,80.1801,19.8199,60.5218,1.5505,97.1555,96.6203,3.3797,0.7672,0.4496,2.1951,62.6616,1.9515,55.7053,,0.7413,415.2591,32.2872,24.1916,3522304936.4,48.6103,10.5359,55.6182,9.0765,9.0839,5.7749,40.6987,20.3105,20.3105,56.5654,19.7197,19.699,20.3449,20.41,56.5648,-4.9217,21.6428,12.7955,21.6425,17.2489,17.2489,11.3542,34.0656,26.5745
