ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
601988.SH,20260529,5.86,0.1616,2.7873,1.24,7.7696,7.6977,0.6908,188816473.323,123508591.6998
601988.SH,20260528,5.81,0.1268,2.1871,0.93,7.7033,7.6321,0.6849,187205411.2639,122454764.1255
601988.SH,20260527,5.85,0.1219,2.1021,0.93,7.7563,7.6846,0.6896,188494260.9112,123297826.1849
601988.SH,20260526,5.91,0.1388,2.3935,1.07,7.8358,7.7634,0.6967,190427535.3821,124562419.274
601988.SH,20260525,5.9,0.117,2.0182,0.94,7.8226,7.7503,0.6955,190105322.9703,124351653.7591
601988.SH,20260522,5.86,0.1474,2.5415,1.22,7.7696,7.6977,0.6908,188816473.323,123508591.6998
601988.SH,20260521,5.8,0.1547,2.6675,1.34,7.69,7.6189,0.6837,186883198.8521,122243998.6107
601988.SH,20260520,5.7,0.0982,1.6939,0.88,7.5574,7.4876,0.6719,183661074.734,120136343.4622
601988.SH,20260519,5.83,0.129,2.2245,1.17,7.7298,7.6583,0.6872,187849836.0876,122876295.1552
601988.SH,20260518,5.79,0.0921,1.588,0.81,7.6767,7.6058,0.6825,186560986.4403,122033233.0958
601988.SH,20260515,5.79,0.1281,2.2086,1.24,7.6767,7.6058,0.6825,186560986.4403,122033233.0958
601988.SH,20260514,5.76,0.1297,2.2371,1.38,7.637,7.5664,0.679,185594349.2049,121400936.5513
601988.SH,20260513,5.72,0.0823,1.4186,0.8,7.5839,7.5138,0.6743,184305499.5576,120557874.4919
601988.SH,20260512,5.74,0.1185,2.043,1.15,7.6105,7.5401,0.6766,184949924.3812,120979405.5216
601988.SH,20260511,5.68,0.1088,1.8755,1.06,7.5309,7.4613,0.6696,183016649.9104,119714812.4325
601988.SH,20260508,5.68,0.0781,1.3472,0.76,7.5309,7.4613,0.6696,183016649.9104,119714812.4325
601988.SH,20260507,5.69,0.083,1.4306,0.82,7.5442,7.4744,0.6707,183338862.3222,119925577.9474
601988.SH,20260506,5.71,0.1271,2.1923,1.41,7.5707,7.5007,0.6731,183983287.1458,120347108.9771
601988.SH,20260430,5.75,0.12,2.0685,1.48,7.6237,7.5532,0.6778,185272136.7931,121190171.0365
601988.SH,20260429,5.79,0.1034,1.7837,1.36,7.6767,7.6767,0.6925,186560986.4403,122033233.0958
601988.SH,20260428,5.81,0.0782,1.348,0.98,7.7033,7.7033,0.6949,187205411.2639,122454764.1255
601988.SH,20260427,5.76,0.0791,1.3648,0.89,7.637,7.637,0.6889,185594349.2049,121400936.5513
601988.SH,20260424,5.81,0.0704,1.2146,0.79,7.7033,7.7033,0.6949,187205411.2639,122454764.1255
601988.SH,20260423,5.82,0.0754,1.2996,0.82,7.7165,7.7165,0.6961,187527623.6757,122665529.6404
601988.SH,20260422,5.84,0.0767,1.3228,0.78,7.743,7.743,0.6985,188172048.4994,123087060.6701
601988.SH,20260421,5.93,0.0974,1.6804,1.01,7.8624,7.8624,0.7092,191071960.2057,124983950.3037
601988.SH,20260420,5.9,0.1224,2.1111,1.34,7.8226,7.8226,0.7056,190105322.9703,124351653.7591
601988.SH,20260417,5.77,0.0727,1.2532,0.78,7.6502,7.6502,0.6901,185916561.6167,121611702.0661
601988.SH,20260416,5.79,0.0897,1.5467,0.93,7.6767,7.6767,0.6925,186560986.4403,122033233.0958
601988.SH,20260415,5.79,0.1096,1.89,1.05,7.6767,7.6767,0.6925,186560986.4403,122033233.0958
601988.SH,20260414,5.73,0.0892,1.5387,0.81,7.5972,7.5972,0.6853,184627711.9694,120768640.0068
601988.SH,20260413,5.69,0.095,1.6384,0.83,7.5442,7.5442,0.6805,183338862.3222,119925577.9474
601988.SH,20260410,5.65,0.0843,1.4533,0.67,7.4911,7.4911,0.6757,182050012.6749,119082515.888
601988.SH,20260409,5.69,0.1061,1.8289,0.78,7.5442,7.5442,0.6805,183338862.3222,119925577.9474
