ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
601225.SH,20260529,25.74,0.6714,1.932,1.16,14.8853,15.4329,2.4442,24954930.0,24954930.0
601225.SH,20260528,24.66,0.5487,1.579,0.99,14.2608,14.7853,2.3416,23907870.0,23907870.0
601225.SH,20260527,24.66,0.5174,1.489,1.0,14.2608,14.7853,2.3416,23907870.0,23907870.0
601225.SH,20260526,23.95,0.4902,1.4107,0.99,13.8502,14.3596,2.2742,23219525.0,23219525.0
601225.SH,20260525,23.89,0.857,2.4662,1.87,13.8155,14.3237,2.2685,23161355.0,23161355.0
601225.SH,20260522,23.32,0.4889,1.4068,1.07,13.4859,13.9819,2.2144,22608740.0,22608740.0
601225.SH,20260521,23.42,0.427,1.2289,0.94,13.5437,14.0419,2.2239,22705690.0,22705690.0
601225.SH,20260520,24.17,0.3312,0.953,0.66,13.9774,14.4916,2.2951,23432815.0,23432815.0
601225.SH,20260519,24.39,0.3624,1.043,0.72,14.1046,14.6235,2.316,23646105.0,23646105.0
601225.SH,20260518,24.39,0.6787,1.9531,1.42,14.1046,14.6235,2.316,23646105.0,23646105.0
601225.SH,20260515,23.86,0.4955,1.4258,1.07,13.7981,14.3057,2.2657,23132270.0,23132270.0
601225.SH,20260514,23.34,0.4019,1.1565,0.74,13.4974,13.9939,2.2163,22628130.0,22628130.0
601225.SH,20260513,23.45,0.5538,1.5935,1.01,13.561,14.0599,2.2267,22734775.0,22734775.0
601225.SH,20260512,23.79,0.4015,1.1554,0.73,13.7577,14.2637,2.259,23064405.0,23064405.0
601225.SH,20260511,23.83,0.5355,1.541,0.97,13.7808,14.2877,2.2628,23103185.0,23103185.0
601225.SH,20260508,23.83,0.4281,1.2319,0.74,13.7808,14.2877,2.2628,23103185.0,23103185.0
601225.SH,20260507,24.08,0.7807,2.2466,1.37,13.9254,14.4376,2.2866,23345560.0,23345560.0
601225.SH,20260506,25.9,0.5922,1.7042,1.07,14.9779,15.5288,2.4594,25110050.0,25110050.0
601225.SH,20260430,26.13,0.4072,1.1718,0.7,15.1109,15.6667,2.4812,25333035.0,25333035.0
601225.SH,20260429,26.13,0.5542,1.5949,0.98,15.1109,15.6667,2.4812,25333035.0,25333035.0
601225.SH,20260428,26.01,0.5664,1.6298,1.0,15.0415,15.5948,2.4698,25216695.0,25216695.0
601225.SH,20260427,25.38,0.73,2.1006,1.44,14.6772,15.217,2.41,24605910.0,24605910.0
601225.SH,20260424,26.3,0.5109,1.4703,1.13,11.4034,15.4086,2.6354,25497850.0,25497850.0
601225.SH,20260423,26.12,0.5434,1.5637,1.33,11.3254,15.3032,2.6173,25323340.0,25323340.0
601225.SH,20260422,25.48,0.4767,1.3718,1.28,11.0479,14.9282,2.5532,24702860.0,24702860.0
601225.SH,20260421,25.5,0.5657,1.6278,1.73,11.0566,14.9399,2.5552,24722250.0,24722250.0
601225.SH,20260420,24.52,0.4298,1.237,1.47,10.6316,14.3658,2.457,23772140.0,23772140.0
601225.SH,20260417,24.8,0.2378,0.6844,0.78,10.7531,14.5298,2.4851,24043600.0,24043600.0
601225.SH,20260416,24.99,0.3331,0.9587,1.11,10.8354,14.6411,2.5041,24227805.0,24227805.0
601225.SH,20260415,25.16,0.2939,0.8457,0.86,10.9091,14.7407,2.5211,24392620.0,24392620.0
601225.SH,20260414,25.01,0.3374,0.9708,1.02,10.8441,14.6529,2.5061,24247195.0,24247195.0
601225.SH,20260413,25.32,0.2618,0.7535,0.83,10.9785,14.8345,2.5372,24547740.0,24547740.0
601225.SH,20260410,25.23,0.2959,0.8514,0.95,10.9395,14.7818,2.5282,24460485.0,24460485.0
601225.SH,20260409,25.27,0.314,0.9035,0.9,10.9568,14.8052,2.5322,24499265.0,24499265.0
601225.SH,20260408,25.28,0.4996,1.4376,1.43,10.9612,14.811,2.5332,24508960.0,24508960.0
601225.SH,20260407,25.85,0.2902,0.8352,0.81,11.2083,15.145,2.5903,25061575.0,25061575.0
601225.SH,20260403,25.36,0.1856,0.534,0.48,10.9959,14.8579,2.5412,24586520.0,24586520.0
601225.SH,20260402,25.75,0.265,0.7625,0.63,11.165,15.0864,2.5803,24964625.0,24964625.0
601225.SH,20260401,25.38,0.5034,1.4485,1.09,11.0045,14.8696,2.5432,24605910.0,24605910.0
