ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
600050.SH,20260529,4.35,0.5481,1.2842,0.72,14.9014,15.7082,0.7967,13600025.0172,13480827.9811
600050.SH,20260528,4.35,0.4909,1.1501,0.53,14.9014,15.7082,0.7967,13600025.0172,13480827.9811
600050.SH,20260527,4.38,0.8898,2.0849,0.9,15.0042,15.8165,0.8022,13693818.2932,13573799.2086
600050.SH,20260526,4.45,0.5735,1.3436,0.44,15.244,16.0693,0.815,13912669.2705,13790732.0726
600050.SH,20260525,4.46,0.6021,1.4107,0.38,15.2782,16.1054,0.8168,13943933.6958,13821722.4818
600050.SH,20260522,4.46,1.2659,2.966,0.84,15.2782,16.1054,0.8168,13943933.6958,13821722.4818
600050.SH,20260521,4.55,1.2967,3.0383,0.91,15.5865,16.4304,0.8333,14225313.5238,14100636.1642
600050.SH,20260520,4.74,1.2154,2.8477,0.83,16.2374,17.1165,0.8681,14819337.605,14689453.938
600050.SH,20260519,4.95,2.0781,4.8692,1.7,16.9568,17.8748,0.9066,15475890.5369,15340252.5302
600050.SH,20260518,4.92,2.1698,5.0841,1.9,16.854,17.7665,0.9011,15382097.2609,15247281.3028
600050.SH,20260515,4.66,0.7406,1.7353,0.67,15.9634,16.8276,0.8535,14569222.2024,14441530.6648
600050.SH,20260514,4.72,0.9176,2.15,0.88,16.1689,17.0443,0.8645,14756808.7543,14627473.1197
600050.SH,20260513,4.74,1.4042,3.2901,1.5,16.2374,17.1165,0.8681,14819337.605,14689453.938
600050.SH,20260512,4.64,0.8929,2.0921,1.06,15.8949,16.7554,0.8498,14506693.3517,14379549.8465
600050.SH,20260511,4.72,1.7492,4.0986,2.96,16.1689,17.0443,0.8645,14756808.7543,14627473.1197
600050.SH,20260508,4.52,0.5588,1.3093,0.97,15.4838,16.3221,0.8278,14131520.2478,14007664.9367
600050.SH,20260507,4.49,0.6162,1.4439,1.18,15.381,16.2137,0.8223,14037726.9718,13914693.7092
600050.SH,20260506,4.45,0.8606,2.0164,2.03,15.244,16.0693,0.815,13912669.2705,13790732.0726
600050.SH,20260430,4.52,0.4466,1.0464,1.01,15.4838,16.3221,0.8278,14131520.2478,14007664.9367
600050.SH,20260429,4.54,0.4728,1.1078,0.83,15.5523,16.3943,0.8315,14194049.0985,14069645.755
600050.SH,20260428,4.53,0.4749,1.1127,0.83,15.518,16.3582,0.8297,14162784.6731,14038655.3459
600050.SH,20260427,4.5,0.3625,0.8494,0.61,15.4153,16.2498,0.8242,14068991.3972,13945684.1184
600050.SH,20260424,4.49,0.3648,0.8548,0.54,15.381,16.2137,0.8223,14037726.9718,13914693.7092
600050.SH,20260423,4.5,0.5414,1.2686,0.83,15.4153,16.2498,0.8242,14068991.3972,13945684.1184
600050.SH,20260422,4.5,1.107,2.5938,2.17,15.4153,16.2498,0.8242,14068991.3972,13945684.1184
600050.SH,20260421,4.66,0.4861,1.1389,1.03,15.9634,15.9634,0.8642,14569222.2024,14441530.6648
600050.SH,20260420,4.59,0.4786,1.1214,1.11,15.7236,15.7236,0.8512,14350371.2251,14224597.8008
600050.SH,20260417,4.64,0.7505,1.7586,2.04,15.8949,15.8949,0.8605,14506693.3517,14379549.8465
600050.SH,20260416,4.6,0.4515,1.0578,1.3,15.7578,15.7578,0.853,14381635.6504,14255588.2099
600050.SH,20260415,4.57,0.3851,0.9024,0.98,15.6551,15.6551,0.8475,14287842.3744,14162616.9825
600050.SH,20260414,4.58,0.2974,0.6969,0.77,15.6893,15.6893,0.8493,14319106.7998,14193607.3916
600050.SH,20260413,4.56,0.2784,0.6523,0.66,15.6208,15.6208,0.8456,14256577.9491,14131626.5733
600050.SH,20260410,4.56,0.4244,0.9943,1.02,15.6208,15.6208,0.8456,14256577.9491,14131626.5733
600050.SH,20260409,4.52,0.3491,0.818,0.83,15.4838,15.4838,0.8382,14131520.2478,14007664.9367
600050.SH,20260408,4.57,0.611,1.4315,1.56,15.6551,15.6551,0.8475,14287842.3744,14162616.9825
600050.SH,20260407,4.47,0.2735,0.6409,0.61,15.3125,15.3125,0.8289,13975198.1212,13852712.8909
600050.SH,20260403,4.46,0.4597,1.0772,1.08,15.2782,15.2782,0.8271,13943933.6958,13821722.4818
600050.SH,20260402,4.43,0.3916,0.9175,0.91,15.1755,15.1755,0.8215,13850140.4199,13728751.2543
600050.SH,20260401,4.48,0.3676,0.8699,0.79,15.3468,15.3468,0.8308,14006462.5465,13783538.1049
600050.SH,20260331,4.45,0.4769,1.1283,0.99,15.244,15.244,0.8252,13912669.2705,13691237.6265
600050.SH,20260330,4.46,0.5403,1.2784,0.91,15.2782,15.2782,0.8271,13943933.6958,13722004.4526
600050.SH,20260327,4.49,0.3618,0.8562,0.41,15.381,15.381,0.8326,14037726.9718,13814304.931
600050.SH,20260326,4.49,0.427,1.0102,0.47,15.381,15.381,0.8326,14037726.9718,13814304.931
600050.SH,20260325,4.55,0.5101,1.2069,0.55,15.5865,15.5865,0.8438,14225313.5238,13998905.8878
600050.SH,20260324,4.54,0.5803,1.3732,0.62,15.5523,15.5523,0.8419,14194049.0985,13968139.0617
600050.SH,20260323,4.47,1.0979,2.5978,1.31,15.3125,15.3125,0.8289,13975198.1212,13752771.2788
600050.SH,20260320,4.69,1.8112,4.2855,2.65,16.0661,16.0661,0.8697,14663015.4784,14429641.4536
600050.SH,20260319,4.96,0.5891,1.394,0.89,17.1731,16.3862,0.9206,15507154.9622,15260345.759
600050.SH,20260318,4.98,0.5514,1.3046,0.78,17.2424,16.4522,0.9243,15569683.8128,15321879.4112
600050.SH,20260317,4.98,0.6368,1.5068,0.93,17.2424,16.4522,0.9243,15569683.8128,15321879.4112
600050.SH,20260316,5.03,0.611,1.4458,0.87,17.4155,16.6174,0.9336,15726005.9395,15475713.5419
600050.SH,20260313,5.07,1.0294,2.4358,1.72,17.554,16.7496,0.941,15851063.6408,15598780.8464
600050.SH,20260312,5.03,0.4947,1.1705,0.72,17.4155,16.6174,0.9336,15726005.9395,15475713.5419
600050.SH,20260311,5.04,0.7766,1.8375,1.1,17.4501,16.6505,0.9354,15757270.3648,15506480.368
600050.SH,20260310,4.96,0.5152,1.2191,0.65,17.1731,16.3862,0.9206,15507154.9622,15260345.759
600050.SH,20260309,4.97,0.7072,1.6734,0.88,17.2077,16.4192,0.9224,15538419.3875,15291112.5851
600050.SH,20260306,4.97,0.4996,1.182,0.62,17.2077,16.4192,0.9224,15538419.3875,15291112.5851
600050.SH,20260305,4.95,0.9385,2.2206,1.3,17.1385,16.3531,0.9187,15475890.5369,15229578.9329
600050.SH,20260304,4.85,0.8569,2.0276,1.25,16.7923,16.0228,0.9001,15163246.2836,14921910.6716
600050.SH,20260303,4.89,0.961,2.2739,1.65,16.9308,16.1549,0.9076,15288303.9849,15044977.9761
600050.SH,20260302,4.93,0.7479,1.7696,1.4,17.0693,16.2871,0.915,15413361.6862,15168045.2806
600050.SH,20260227,4.92,0.5254,1.2431,1.01,17.0346,16.254,0.9131,15382097.2609,15137278.4545
600050.SH,20260226,4.88,0.5074,1.2006,1.04,16.8961,16.1219,0.9057,15257039.5596,15014211.15
600050.SH,20260225,4.88,0.6923,1.6382,1.55,16.8961,16.1219,0.9057,15257039.5596,15014211.15
600050.SH,20260224,4.85,0.4358,1.0313,0.98,16.7923,16.0228,0.9001,15163246.2836,14921910.6716
600050.SH,20260213,4.8,0.5093,1.2051,1.16,16.6191,15.8576,0.8909,15006924.157,14768076.541
600050.SH,20260212,4.84,0.4558,1.0784,0.97,16.7576,15.9897,0.8983,15131981.8583,14891143.8455
600050.SH,20260211,4.86,0.3558,0.8418,0.67,16.8269,16.0558,0.902,15194510.7089,14952677.4977
600050.SH,20260210,4.87,0.4717,1.116,0.78,16.8615,16.0888,0.9039,15225775.1342,14983444.3238
600050.SH,20260209,4.86,0.4391,1.039,0.5,16.8269,16.0558,0.902,15194510.7089,14952677.4977
600050.SH,20260206,4.84,0.4749,1.1236,0.5,16.7576,15.9897,0.8983,15131981.8583,14891143.8455
600050.SH,20260205,4.88,0.6078,1.4381,0.57,16.8961,16.1219,0.9057,15257039.5596,15014211.15
600050.SH,20260204,4.87,0.6738,1.5942,0.52,16.8615,16.0888,0.9039,15225775.1342,14983444.3238
600050.SH,20260203,4.81,0.832,1.9686,0.64,16.6538,15.8906,0.8927,15038188.5823,14798843.3671
600050.SH,20260202,4.83,1.8129,4.2897,1.61,16.723,15.9567,0.8964,15100717.4329,14860377.0193
600050.SH,20260130,5.11,0.8662,2.0496,0.77,17.6925,16.8817,0.9484,15976121.3421,15721848.1509
600050.SH,20260129,5.15,1.1733,2.8408,1.11,17.831,17.0139,0.9558,16101179.0434,15844915.4554
600050.SH,20260128,5.15,1.8251,4.4189,2.0,17.831,17.0139,0.9558,16101179.0434,15844915.4554
600050.SH,20260127,5.07,0.7991,1.9348,0.88,17.554,16.7496,0.941,15851063.6408,15598780.8464
600050.SH,20260126,5.1,0.9668,2.3408,1.13,17.6578,16.8487,0.9465,15944856.9168,15691081.3248
600050.SH,20260123,5.12,0.8927,2.1613,1.01,17.7271,16.9148,0.9503,16007385.7674,15752614.977
600050.SH,20260122,5.09,0.8205,1.9866,0.89,17.6232,16.8156,0.9447,15913592.4914,15660314.4986
600050.SH,20260121,5.08,1.0801,2.6152,1.15,17.5886,16.7826,0.9428,15882328.0661,15629547.6725
600050.SH,20260120,5.14,0.757,1.8328,0.69,17.7963,16.9808,0.954,16069914.6181,15814148.6293
600050.SH,20260119,5.15,0.7374,1.7853,0.54,17.831,17.0139,0.9558,16101179.0434,15844915.4554
600050.SH,20260116,5.15,1.0087,2.4422,0.64,17.831,17.0139,0.9558,16101179.0434,15844915.4554
