index_code,con_code,trade_date,weight
000016.SH,688111.SH,20250430,0.871
000016.SH,600150.SH,20250430,0.841
000016.SH,601888.SH,20250430,0.795
000016.SH,601628.SH,20250430,0.777
000016.SH,600048.SH,20250430,0.772
000016.SH,601658.SH,20250430,0.73
000016.SH,601390.SH,20250430,0.728
000016.SH,603993.SH,20250430,0.641
000016.SH,600438.SH,20250430,0.566
000016.SH,601633.SH,20250430,0.361
000016.SH,600519.SH,20250331,12.454
000016.SH,601318.SH,20250331,7.058
000016.SH,600036.SH,20250331,6.806
000016.SH,600900.SH,20250331,4.322
000016.SH,601166.SH,20250331,3.99
000016.SH,601899.SH,20250331,3.791
000016.SH,600030.SH,20250331,3.288
000016.SH,601398.SH,20250331,3.067
000016.SH,600276.SH,20250331,2.791
000016.SH,600887.SH,20250331,2.271
000016.SH,688981.SH,20250331,2.256
000016.SH,601328.SH,20250331,2.229
000016.SH,603259.SH,20250331,2.139
000016.SH,601288.SH,20250331,2.101
000016.SH,601816.SH,20250331,2.085
000016.SH,688041.SH,20250331,1.669
000016.SH,688256.SH,20250331,1.652
000016.SH,600309.SH,20250331,1.608
000016.SH,601088.SH,20250331,1.607
000016.SH,601728.SH,20250331,1.548
000016.SH,601988.SH,20250331,1.499
000016.SH,600031.SH,20250331,1.437
000016.SH,603501.SH,20250331,1.435
000016.SH,601601.SH,20250331,1.398
000016.SH,601668.SH,20250331,1.39
000016.SH,600809.SH,20250331,1.328
000016.SH,600690.SH,20250331,1.303
000016.SH,600941.SH,20250331,1.231
000016.SH,601012.SH,20250331,1.221
000016.SH,601127.SH,20250331,1.207
000016.SH,601857.SH,20250331,1.183
000016.SH,601919.SH,20250331,1.179
000016.SH,600050.SH,20250331,1.123
000016.SH,600406.SH,20250331,1.117
000016.SH,601766.SH,20250331,1.091
000016.SH,600028.SH,20250331,1.062
000016.SH,688012.SH,20250331,1.02
000016.SH,601225.SH,20250331,0.976
000016.SH,601985.SH,20250331,0.962
000016.SH,688111.SH,20250331,0.879
000016.SH,600150.SH,20250331,0.866
000016.SH,603288.SH,20250331,0.86
000016.SH,601628.SH,20250331,0.796
000016.SH,600048.SH,20250331,0.754
000016.SH,601888.SH,20250331,0.746
000016.SH,601658.SH,20250331,0.735
000016.SH,601390.SH,20250331,0.722
000016.SH,603993.SH,20250331,0.682
000016.SH,600438.SH,20250331,0.656
000016.SH,601633.SH,20250331,0.413
000016.SH,600519.SH,20250228,12.095
000016.SH,601318.SH,20250228,6.957
000016.SH,600036.SH,20250228,6.678
000016.SH,600900.SH,20250228,4.298
000016.SH,601166.SH,20250228,3.872
000016.SH,600030.SH,20250228,3.423
000016.SH,601899.SH,20250228,3.244
000016.SH,601398.SH,20250228,3.089
000016.SH,600276.SH,20250228,2.633
000016.SH,688981.SH,20250228,2.495
000016.SH,600887.SH,20250228,2.31
000016.SH,601328.SH,20250228,2.179
000016.SH,601288.SH,20250228,2.101
000016.SH,601816.SH,20250228,2.068
000016.SH,688256.SH,20250228,1.97
000016.SH,603259.SH,20250228,1.962
000016.SH,688041.SH,20250228,1.909
000016.SH,600309.SH,20250228,1.663
000016.SH,603501.SH,20250228,1.549
000016.SH,601728.SH,20250228,1.544
000016.SH,601088.SH,20250228,1.5
000016.SH,601668.SH,20250228,1.463
000016.SH,601988.SH,20250228,1.46
000016.SH,600031.SH,20250228,1.385
000016.SH,601601.SH,20250228,1.356
000016.SH,601012.SH,20250228,1.3
000016.SH,600050.SH,20250228,1.275
000016.SH,600809.SH,20250228,1.275
000016.SH,600690.SH,20250228,1.264
000016.SH,600941.SH,20250228,1.238
000016.SH,600406.SH,20250228,1.208
000016.SH,601127.SH,20250228,1.177
000016.SH,601766.SH,20250228,1.167
000016.SH,601857.SH,20250228,1.143
000016.SH,688012.SH,20250228,1.142
000016.SH,601919.SH,20250228,1.115
000016.SH,600028.SH,20250228,1.082
000016.SH,688111.SH,20250228,1.027
000016.SH,601985.SH,20250228,1.011
000016.SH,601225.SH,20250228,0.943
000016.SH,600150.SH,20250228,0.885
000016.SH,603288.SH,20250228,0.88
000016.SH,601628.SH,20250228,0.832
000016.SH,600048.SH,20250228,0.802
000016.SH,601390.SH,20250228,0.779
000016.SH,601888.SH,20250228,0.766
000016.SH,601658.SH,20250228,0.758
000016.SH,600438.SH,20250228,0.731
000016.SH,603993.SH,20250228,0.602
000016.SH,601633.SH,20250228,0.398
000016.SH,600519.SH,20250127,11.812
000016.SH,601318.SH,20250127,7.172
000016.SH,600036.SH,20250127,6.594
000016.SH,600900.SH,20250127,4.634
000016.SH,601166.SH,20250127,3.871
000016.SH,601899.SH,20250127,3.506
000016.SH,600030.SH,20250127,3.445
000016.SH,601398.SH,20250127,3.133
000016.SH,600276.SH,20250127,2.613
000016.SH,688981.SH,20250127,2.448
000016.SH,600887.SH,20250127,2.322
000016.SH,601328.SH,20250127,2.238
000016.SH,601816.SH,20250127,2.201
000016.SH,601288.SH,20250127,2.159
000016.SH,603259.SH,20250127,1.814
000016.SH,601088.SH,20250127,1.729
000016.SH,600309.SH,20250127,1.692
000016.SH,688256.SH,20250127,1.565
000016.SH,688041.SH,20250127,1.56
000016.SH,601668.SH,20250127,1.538
000016.SH,601988.SH,20250127,1.505
000016.SH,601601.SH,20250127,1.451
000016.SH,601728.SH,20250127,1.436
000016.SH,600690.SH,20250127,1.366
000016.SH,601127.SH,20250127,1.314
000016.SH,600941.SH,20250127,1.313
000016.SH,600031.SH,20250127,1.252
000016.SH,601857.SH,20250127,1.237
000016.SH,600406.SH,20250127,1.215
000016.SH,601919.SH,20250127,1.193
000016.SH,601766.SH,20250127,1.186
000016.SH,601012.SH,20250127,1.184
000016.SH,603501.SH,20250127,1.177
000016.SH,600028.SH,20250127,1.162
000016.SH,601225.SH,20250127,1.105
000016.SH,600809.SH,20250127,1.1
000016.SH,601985.SH,20250127,1.052
000016.SH,688012.SH,20250127,1.028
000016.SH,600050.SH,20250127,1.019
000016.SH,600150.SH,20250127,0.984
000016.SH,688111.SH,20250127,0.952
000016.SH,603288.SH,20250127,0.896
000016.SH,601628.SH,20250127,0.886
000016.SH,601390.SH,20250127,0.797
000016.SH,601658.SH,20250127,0.787
000016.SH,600048.SH,20250127,0.783
000016.SH,601888.SH,20250127,0.777
000016.SH,600438.SH,20250127,0.724
000016.SH,603993.SH,20250127,0.67
000016.SH,601633.SH,20250127,0.406
