ts_code,trade_date,adj_factor
601919.SH,20250814,2.3045
601919.SH,20250813,2.3045
601919.SH,20250812,2.3045
601919.SH,20250811,2.3045
601919.SH,20250808,2.3045
601919.SH,20250807,2.3045
601919.SH,20250806,2.3045
601919.SH,20250805,2.3045
601919.SH,20250804,2.3045
601919.SH,20250801,2.3045
601919.SH,20250731,2.3045
601919.SH,20250730,2.3045
601919.SH,20250729,2.3045
601919.SH,20250728,2.3045
601919.SH,20250725,2.3045
601919.SH,20250724,2.3045
601919.SH,20250723,2.3045
601919.SH,20250722,2.3045
601919.SH,20250721,2.3045
601919.SH,20250718,2.3045
601919.SH,20250717,2.3045
601919.SH,20250716,2.3045
601919.SH,20250715,2.3045
601919.SH,20250714,2.3045
601919.SH,20250711,2.3045
601919.SH,20250710,2.3045
601919.SH,20250709,2.3045
601919.SH,20250708,2.3045
601919.SH,20250707,2.3045
601919.SH,20250704,2.3045
601919.SH,20250703,2.3045
601919.SH,20250702,2.3045
601919.SH,20250701,2.3045
601919.SH,20250630,2.3045
601919.SH,20250627,2.3045
601919.SH,20250626,2.3045
601919.SH,20250625,2.3045
601919.SH,20250624,2.1579
601919.SH,20250623,2.1579
601919.SH,20250620,2.1579
601919.SH,20250619,2.1579
601919.SH,20250618,2.1579
601919.SH,20250617,2.1579
601919.SH,20250616,2.1579
601919.SH,20250613,2.1579
601919.SH,20250612,2.1579
601919.SH,20250611,2.1579
601919.SH,20250610,2.1579
601919.SH,20250609,2.1579
601919.SH,20250606,2.1579
601919.SH,20250605,2.1579
601919.SH,20250604,2.1579
601919.SH,20250603,2.1579
601919.SH,20250530,2.1579
601919.SH,20250529,2.1579
601919.SH,20250528,2.1579
601919.SH,20250527,2.1579
601919.SH,20250526,2.1579
601919.SH,20250523,2.1579
601919.SH,20250522,2.1579
601919.SH,20250521,2.1579
601919.SH,20250520,2.1579
601919.SH,20250519,2.1579
601919.SH,20250516,2.1579
601919.SH,20250515,2.1579
601919.SH,20250514,2.1579
601919.SH,20250513,2.1579
601919.SH,20250512,2.1579
601919.SH,20250509,2.1579
601919.SH,20250508,2.1579
601919.SH,20250507,2.1579
601919.SH,20250506,2.1579
601919.SH,20250430,2.1579
601919.SH,20250429,2.1579
601919.SH,20250428,2.1579
601919.SH,20250425,2.1579
601919.SH,20250424,2.1579
601919.SH,20250423,2.1579
601919.SH,20250422,2.1579
601919.SH,20250421,2.1579
601919.SH,20250418,2.1579
601919.SH,20250417,2.1579
601919.SH,20250416,2.1579
601919.SH,20250415,2.1579
601919.SH,20250414,2.1579
601919.SH,20250411,2.1579
601919.SH,20250410,2.1579
601919.SH,20250409,2.1579
601919.SH,20250408,2.1579
601919.SH,20250407,2.1579
601919.SH,20250403,2.1579
601919.SH,20250402,2.1579
601919.SH,20250401,2.1579
601919.SH,20250331,2.1579
601919.SH,20250328,2.1579
601919.SH,20250327,2.1579
601919.SH,20250326,2.1579
601919.SH,20250325,2.1579
601919.SH,20250324,2.1579
601919.SH,20250321,2.1579
601919.SH,20250320,2.1579
601919.SH,20250319,2.1579
601919.SH,20250318,2.1579
601919.SH,20250317,2.1579
601919.SH,20250314,2.1579
601919.SH,20250313,2.1579
601919.SH,20250312,2.1579
601919.SH,20250311,2.1579
601919.SH,20250310,2.1579
601919.SH,20250307,2.1579
601919.SH,20250306,2.1579
601919.SH,20250305,2.1579
601919.SH,20250304,2.1579
601919.SH,20250303,2.1579
601919.SH,20250228,2.1579
601919.SH,20250227,2.1579
601919.SH,20250226,2.1579
601919.SH,20250225,2.1579
601919.SH,20250224,2.1579
601919.SH,20250221,2.1579
601919.SH,20250220,2.1579
601919.SH,20250219,2.1579
601919.SH,20250218,2.1579
601919.SH,20250217,2.1579
601919.SH,20250214,2.1579
601919.SH,20250213,2.1579
601919.SH,20250212,2.1579
601919.SH,20250211,2.1579
601919.SH,20250210,2.1579
601919.SH,20250207,2.1579
601919.SH,20250206,2.1579
601919.SH,20250205,2.1579
601919.SH,20250127,2.1579
601919.SH,20250124,2.1579
601919.SH,20250123,2.1579
601919.SH,20250122,2.1579
601919.SH,20250121,2.1579
601919.SH,20250120,2.1579
601919.SH,20250117,2.1579
601919.SH,20250116,2.1579
601919.SH,20250115,2.1579
601919.SH,20250114,2.1579
601919.SH,20250113,2.1579
601919.SH,20250110,2.1579
601919.SH,20250109,2.1579
601919.SH,20250108,2.1579
601919.SH,20250107,2.1579
601919.SH,20250106,2.1579
601919.SH,20250103,2.1579
601919.SH,20250102,2.1579
601919.SH,20241231,2.1579
601919.SH,20241230,2.1579
601919.SH,20241227,2.1579
601919.SH,20241226,2.1579
601919.SH,20241225,2.1579
601919.SH,20241224,2.1579
601919.SH,20241223,2.1579
601919.SH,20241220,2.1579
601919.SH,20241219,2.1579
601919.SH,20241218,2.1579
601919.SH,20241217,2.1579
601919.SH,20241216,2.1579
601919.SH,20241213,2.1579
601919.SH,20241212,2.1579
601919.SH,20241211,2.1579
601919.SH,20241210,2.1579
601919.SH,20241209,2.1579
601919.SH,20241206,2.1579
601919.SH,20241205,2.1579
601919.SH,20241204,2.1579
601919.SH,20241203,2.1579
601919.SH,20241202,2.1579
601919.SH,20241129,2.1579
601919.SH,20241128,2.1579
601919.SH,20241127,2.1579
601919.SH,20241126,2.1579
601919.SH,20241125,2.1579
601919.SH,20241122,2.1579
601919.SH,20241121,2.1579
601919.SH,20241120,2.1579
601919.SH,20241119,2.1579
601919.SH,20241118,2.1579
601919.SH,20241115,2.1579
601919.SH,20241114,2.1579
601919.SH,20241113,2.1579
601919.SH,20241112,2.1579
601919.SH,20241111,2.1579
601919.SH,20241108,2.1579
601919.SH,20241107,2.1579
601919.SH,20241106,2.1579
601919.SH,20241105,2.1579
601919.SH,20241104,2.1579
601919.SH,20241101,2.1579
601919.SH,20241031,2.1579
601919.SH,20241030,2.1579
601919.SH,20241029,2.1579
601919.SH,20241028,2.1579
601919.SH,20241025,2.1579
601919.SH,20241024,2.1579
601919.SH,20241023,2.1579
601919.SH,20241022,2.1579
601919.SH,20241021,2.1579
601919.SH,20241018,2.1579
601919.SH,20241017,2.1579
601919.SH,20241016,2.1579
601919.SH,20241015,2.1579
601919.SH,20241014,2.1579
601919.SH,20241011,2.1579
601919.SH,20241010,2.1579
601919.SH,20241009,2.083
601919.SH,20241008,2.083
601919.SH,20240930,2.083
601919.SH,20240927,2.083
601919.SH,20240926,2.083
601919.SH,20240925,2.083
601919.SH,20240924,2.083
601919.SH,20240923,2.083
601919.SH,20240920,2.083
601919.SH,20240919,2.083
601919.SH,20240918,2.083
601919.SH,20240913,2.083
601919.SH,20240912,2.083
601919.SH,20240911,2.083
601919.SH,20240910,2.083
601919.SH,20240909,2.083
601919.SH,20240906,2.083
601919.SH,20240905,2.083
601919.SH,20240904,2.083
601919.SH,20240903,2.083
601919.SH,20240902,2.083
601919.SH,20240830,2.083
601919.SH,20240829,2.083
601919.SH,20240828,2.083
601919.SH,20240827,2.083
601919.SH,20240826,2.083
601919.SH,20240823,2.083
601919.SH,20240822,2.083
601919.SH,20240821,2.083
601919.SH,20240820,2.083
601919.SH,20240819,2.083
601919.SH,20240816,2.083
601919.SH,20240815,2.083
601919.SH,20240814,2.083
601919.SH,20240813,2.083
601919.SH,20240812,2.083
601919.SH,20240809,2.083
601919.SH,20240808,2.083
601919.SH,20240807,2.083
601919.SH,20240806,2.083
601919.SH,20240805,2.083
601919.SH,20240802,2.083
601919.SH,20240801,2.083
601919.SH,20240731,2.083
601919.SH,20240730,2.083
601919.SH,20240729,2.083
601919.SH,20240726,2.083
601919.SH,20240725,2.083
601919.SH,20240724,2.083
601919.SH,20240723,2.083
601919.SH,20240722,2.083
601919.SH,20240719,2.083
601919.SH,20240718,2.083
601919.SH,20240717,2.083
601919.SH,20240716,2.083
601919.SH,20240715,2.083
601919.SH,20240712,2.083
601919.SH,20240711,2.083
601919.SH,20240710,2.083
601919.SH,20240709,2.083
601919.SH,20240708,2.083
601919.SH,20240705,2.083
601919.SH,20240704,2.083
601919.SH,20240703,2.083
601919.SH,20240702,2.083
601919.SH,20240701,2.083
601919.SH,20240628,2.083
601919.SH,20240627,2.083
601919.SH,20240626,2.083
601919.SH,20240625,2.0829
601919.SH,20240624,2.0825
601919.SH,20240621,2.0825
601919.SH,20240620,2.0825
601919.SH,20240619,2.0518
601919.SH,20240618,2.0518
601919.SH,20240617,2.0518
601919.SH,20240614,2.0518
601919.SH,20240613,2.0518
601919.SH,20240612,2.0518
601919.SH,20240611,2.0518
601919.SH,20240607,2.0518
601919.SH,20240606,2.0518
601919.SH,20240605,2.0518
601919.SH,20240604,2.0518
601919.SH,20240603,2.0518
601919.SH,20240531,2.0518
601919.SH,20240530,2.0518
601919.SH,20240529,2.0518
601919.SH,20240528,2.0518
601919.SH,20240527,2.0518
601919.SH,20240524,2.0518
601919.SH,20240523,2.0518
601919.SH,20240522,2.0518
601919.SH,20240521,2.0518
601919.SH,20240520,2.0518
601919.SH,20240517,2.0518
601919.SH,20240516,2.0518
601919.SH,20240515,2.0518
601919.SH,20240514,2.0518
601919.SH,20240513,2.0518
601919.SH,20240510,2.0518
601919.SH,20240509,2.0518
601919.SH,20240508,2.0518
601919.SH,20240507,2.0518
601919.SH,20240506,2.0518
601919.SH,20240430,2.0518
601919.SH,20240429,2.0518
601919.SH,20240426,2.0518
601919.SH,20240425,2.0518
601919.SH,20240424,2.0518
601919.SH,20240423,2.0518
601919.SH,20240422,2.0518
601919.SH,20240419,2.0518
601919.SH,20240418,2.0518
601919.SH,20240417,2.0518
601919.SH,20240416,2.0518
601919.SH,20240415,2.0518
601919.SH,20240412,2.0518
601919.SH,20240411,2.0518
601919.SH,20240410,2.0518
601919.SH,20240409,2.0518
601919.SH,20240408,2.0518
601919.SH,20240403,2.0518
601919.SH,20240402,2.0518
601919.SH,20240401,2.0518
601919.SH,20240329,2.0518
601919.SH,20240328,2.0518
601919.SH,20240327,2.0518
601919.SH,20240326,2.0518
601919.SH,20240325,2.0518
601919.SH,20240322,2.0518
601919.SH,20240321,2.0518
601919.SH,20240320,2.0518
601919.SH,20240319,2.0518
601919.SH,20240318,2.0518
601919.SH,20240315,2.0518
601919.SH,20240314,2.0518
601919.SH,20240313,2.0518
601919.SH,20240312,2.0518
601919.SH,20240311,2.0518
601919.SH,20240308,2.0518
601919.SH,20240307,2.0518
601919.SH,20240306,2.0518
601919.SH,20240305,2.0518
601919.SH,20240304,2.0518
601919.SH,20240301,2.0518
601919.SH,20240229,2.0518
601919.SH,20240228,2.0518
601919.SH,20240227,2.0518
601919.SH,20240226,2.0518
601919.SH,20240223,2.0518
601919.SH,20240222,2.0518
601919.SH,20240221,2.0518
601919.SH,20240220,2.0518
601919.SH,20240219,2.0518
601919.SH,20240208,2.0518
601919.SH,20240207,2.0518
601919.SH,20240206,2.0518
601919.SH,20240205,2.0518
601919.SH,20240202,2.0518
601919.SH,20240201,2.0518
601919.SH,20240131,2.0518
601919.SH,20240130,2.0518
601919.SH,20240129,2.0518
601919.SH,20240126,2.0518
601919.SH,20240125,2.0518
601919.SH,20240124,2.0518
601919.SH,20240123,2.0518
601919.SH,20240122,2.0518
601919.SH,20240119,2.0518
601919.SH,20240118,2.0518
601919.SH,20240117,2.0518
601919.SH,20240116,2.0518
601919.SH,20240115,2.0518
601919.SH,20240112,2.0518
601919.SH,20240111,2.0518
601919.SH,20240110,2.0518
601919.SH,20240109,2.0518
601919.SH,20240108,2.0518
601919.SH,20240105,2.0518
601919.SH,20240104,2.0518
601919.SH,20240103,2.0518
601919.SH,20240102,2.0518
601919.SH,20231229,2.0518
601919.SH,20231228,2.0518
601919.SH,20231227,2.0518
601919.SH,20231226,2.0518
601919.SH,20231225,2.0518
601919.SH,20231222,2.0518
601919.SH,20231221,2.0518
601919.SH,20231220,2.0518
601919.SH,20231219,1.953
601919.SH,20231218,1.953
601919.SH,20231215,1.953
601919.SH,20231214,1.953
601919.SH,20231213,1.953
601919.SH,20231212,1.953
601919.SH,20231211,1.953
601919.SH,20231208,1.953
601919.SH,20231207,1.953
601919.SH,20231206,1.953
601919.SH,20231205,1.953
601919.SH,20231204,1.953
601919.SH,20231201,1.953
601919.SH,20231130,1.953
601919.SH,20231129,1.953
601919.SH,20231128,1.953
601919.SH,20231127,1.953
601919.SH,20231124,1.953
601919.SH,20231123,1.953
601919.SH,20231122,1.953
601919.SH,20231121,1.953
601919.SH,20231120,1.953
601919.SH,20231117,1.953
601919.SH,20231116,1.953
601919.SH,20231115,1.953
601919.SH,20231114,1.953
601919.SH,20231113,1.953
601919.SH,20231110,1.953
601919.SH,20231109,1.953
601919.SH,20231108,1.953
601919.SH,20231107,1.953
601919.SH,20231106,1.953
601919.SH,20231103,1.953
601919.SH,20231102,1.953
601919.SH,20231101,1.953
601919.SH,20231031,1.953
601919.SH,20231030,1.953
601919.SH,20231027,1.953
601919.SH,20231026,1.953
601919.SH,20231025,1.953
601919.SH,20231024,1.953
601919.SH,20231023,1.953
601919.SH,20231020,1.953
601919.SH,20231019,1.953
601919.SH,20231018,1.953
601919.SH,20231017,1.953
601919.SH,20231016,1.953
601919.SH,20231013,1.953
601919.SH,20231012,1.953
601919.SH,20231011,1.953
601919.SH,20231010,1.953
601919.SH,20231009,1.953
601919.SH,20230928,1.953
601919.SH,20230927,1.953
601919.SH,20230926,1.953
601919.SH,20230925,1.953
601919.SH,20230922,1.953
601919.SH,20230921,1.953
601919.SH,20230920,1.953
601919.SH,20230919,1.953
601919.SH,20230918,1.953
601919.SH,20230915,1.953
601919.SH,20230914,1.953
601919.SH,20230913,1.953
601919.SH,20230912,1.953
601919.SH,20230911,1.953
601919.SH,20230908,1.953
601919.SH,20230907,1.953
601919.SH,20230906,1.953
601919.SH,20230905,1.953
601919.SH,20230904,1.953
601919.SH,20230901,1.953
601919.SH,20230831,1.953
601919.SH,20230830,1.953
601919.SH,20230829,1.953
601919.SH,20230828,1.953
601919.SH,20230825,1.953
601919.SH,20230824,1.953
601919.SH,20230823,1.953
601919.SH,20230822,1.953
601919.SH,20230821,1.953
601919.SH,20230818,1.953
601919.SH,20230817,1.953
601919.SH,20230816,1.953
601919.SH,20230815,1.953
601919.SH,20230814,1.953
601919.SH,20230811,1.953
601919.SH,20230810,1.953
601919.SH,20230809,1.953
601919.SH,20230808,1.953
601919.SH,20230807,1.953
601919.SH,20230804,1.953
601919.SH,20230803,1.953
601919.SH,20230802,1.953
601919.SH,20230801,1.953
601919.SH,20230731,1.953
601919.SH,20230728,1.953
601919.SH,20230727,1.953
601919.SH,20230726,1.953
601919.SH,20230725,1.953
601919.SH,20230724,1.953
601919.SH,20230721,1.953
601919.SH,20230720,1.953
601919.SH,20230719,1.953
601919.SH,20230718,1.953
601919.SH,20230717,1.953
601919.SH,20230714,1.953
601919.SH,20230713,1.953
601919.SH,20230712,1.953
601919.SH,20230711,1.953
601919.SH,20230710,1.953
601919.SH,20230707,1.953
601919.SH,20230706,1.953
601919.SH,20230705,1.953
601919.SH,20230704,1.953
601919.SH,20230703,1.953
601919.SH,20230630,1.953
601919.SH,20230629,1.953
601919.SH,20230628,1.953
601919.SH,20230627,1.704
601919.SH,20230626,1.704
601919.SH,20230621,1.704
601919.SH,20230620,1.704
601919.SH,20230619,1.704
601919.SH,20230616,1.704
601919.SH,20230615,1.704
601919.SH,20230614,1.704
601919.SH,20230613,1.704
601919.SH,20230612,1.704
601919.SH,20230609,1.704
601919.SH,20230608,1.704
601919.SH,20230607,1.704
601919.SH,20230606,1.704
601919.SH,20230605,1.704
601919.SH,20230602,1.704
601919.SH,20230601,1.704
601919.SH,20230531,1.7035
601919.SH,20230530,1.7035
601919.SH,20230529,1.7035
601919.SH,20230526,1.7035
601919.SH,20230525,1.7035
601919.SH,20230524,1.7035
601919.SH,20230523,1.7035
601919.SH,20230522,1.7035
601919.SH,20230519,1.7035
601919.SH,20230518,1.7035
601919.SH,20230517,1.7035
601919.SH,20230516,1.7035
601919.SH,20230515,1.7035
601919.SH,20230512,1.7035
601919.SH,20230511,1.7035
601919.SH,20230510,1.7035
601919.SH,20230509,1.7035
601919.SH,20230508,1.7035
601919.SH,20230505,1.7035
601919.SH,20230504,1.7035
601919.SH,20230428,1.7035
601919.SH,20230427,1.7035
601919.SH,20230426,1.7035
601919.SH,20230425,1.7035
601919.SH,20230424,1.7035
601919.SH,20230421,1.7035
601919.SH,20230420,1.7035
601919.SH,20230419,1.7035
601919.SH,20230418,1.7035
601919.SH,20230417,1.7035
601919.SH,20230414,1.7035
601919.SH,20230413,1.7035
601919.SH,20230412,1.7035
601919.SH,20230411,1.7035
601919.SH,20230410,1.7035
601919.SH,20230407,1.7035
601919.SH,20230406,1.7035
601919.SH,20230404,1.7035
601919.SH,20230403,1.7035
601919.SH,20230331,1.7035
601919.SH,20230330,1.7035
601919.SH,20230329,1.7035
601919.SH,20230328,1.7035
601919.SH,20230327,1.7035
601919.SH,20230324,1.7035
601919.SH,20230323,1.7035
601919.SH,20230322,1.7035
601919.SH,20230321,1.7035
601919.SH,20230320,1.7035
601919.SH,20230317,1.7035
601919.SH,20230316,1.7035
601919.SH,20230315,1.7035
601919.SH,20230314,1.7035
601919.SH,20230313,1.7035
601919.SH,20230310,1.7035
601919.SH,20230309,1.7035
601919.SH,20230308,1.7035
601919.SH,20230307,1.7035
601919.SH,20230306,1.7035
601919.SH,20230303,1.7035
601919.SH,20230302,1.7035
601919.SH,20230301,1.7035
601919.SH,20230228,1.7035
601919.SH,20230227,1.7035
601919.SH,20230224,1.7035
601919.SH,20230223,1.7035
601919.SH,20230222,1.7035
601919.SH,20230221,1.7035
601919.SH,20230220,1.7035
601919.SH,20230217,1.7035
601919.SH,20230216,1.7035
601919.SH,20230215,1.7035
601919.SH,20230214,1.7035
601919.SH,20230213,1.7035
601919.SH,20230210,1.7035
601919.SH,20230209,1.7035
601919.SH,20230208,1.7035
601919.SH,20230207,1.7035
601919.SH,20230206,1.7035
601919.SH,20230203,1.7035
601919.SH,20230202,1.7035
601919.SH,20230201,1.7035
601919.SH,20230131,1.7035
601919.SH,20230130,1.7035
601919.SH,20230120,1.7035
601919.SH,20230119,1.7035
601919.SH,20230118,1.7035
601919.SH,20230117,1.7035
601919.SH,20230116,1.7035
601919.SH,20230113,1.7035
601919.SH,20230112,1.7035
601919.SH,20230111,1.7035
601919.SH,20230110,1.7035
601919.SH,20230109,1.7035
601919.SH,20230106,1.7035
601919.SH,20230105,1.7035
601919.SH,20230104,1.7035
601919.SH,20230103,1.7035
