ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,total_mv,circ_mv
601668.SH,20260529,4.83,0.6176,1.4602,1.67,5.1083,5.2608,0.4023,19957748.5845,19957748.5845
601668.SH,20260528,4.73,0.3507,0.8292,0.89,5.0026,5.1519,0.394,19544544.68,19544544.68
601668.SH,20260527,4.73,0.3819,0.9029,0.97,5.0026,5.1519,0.394,19544544.68,19544544.68
601668.SH,20260526,4.76,0.3176,0.7508,0.79,5.0343,5.1845,0.3965,19668505.8513,19668505.8513
601668.SH,20260525,4.77,0.3559,0.8416,0.81,5.0449,5.1954,0.3973,19709826.2418,19709826.2418
601668.SH,20260522,4.78,0.448,1.0593,0.99,5.0555,5.2063,0.3981,19751146.6322,19751146.6322
601668.SH,20260521,4.8,0.4594,1.0863,1.03,5.0766,5.2281,0.3998,19833787.4131,19833787.4131
601668.SH,20260520,4.84,0.3865,0.9139,0.79,5.1189,5.2717,0.4031,19999068.9749,19999068.9749
601668.SH,20260519,4.89,0.3723,0.8803,0.69,5.1718,5.3261,0.4073,20205670.9271,20205670.9271
601668.SH,20260518,4.89,0.5304,1.2541,0.88,5.1718,5.3261,0.4073,20205670.9271,20205670.9271
601668.SH,20260515,4.93,0.5088,1.2028,0.9,5.2141,5.3697,0.4106,20370952.4889,20370952.4889
601668.SH,20260514,4.94,0.4391,1.0382,0.76,5.2247,5.3806,0.4115,20412272.8793,20412272.8793
601668.SH,20260513,4.97,0.5973,1.4121,1.09,5.2564,5.4133,0.414,20536234.0507,20536234.0507
601668.SH,20260512,4.99,0.6355,1.5026,1.18,5.2776,5.435,0.4156,20618874.8316,20618874.8316
601668.SH,20260511,5.0,0.8446,1.9969,1.7,5.2881,5.4459,0.4165,20660195.222,20660195.222
601668.SH,20260508,4.91,0.3214,0.7599,0.65,5.1929,5.3479,0.409,20288311.708,20288311.708
601668.SH,20260507,4.91,0.4733,1.119,0.99,5.1929,5.3479,0.409,20288311.708,20288311.708
601668.SH,20260506,4.92,0.4592,1.0856,1.02,5.2035,5.3588,0.4098,20329632.0984,20329632.0984
601668.SH,20260430,4.91,0.5976,1.413,1.43,5.1929,5.3479,0.409,20288311.708,20288311.708
601668.SH,20260429,4.9,0.6314,1.4927,1.65,5.1824,5.337,0.4081,20246991.3176,20246991.3176
601668.SH,20260428,4.83,0.323,0.7636,0.68,5.1083,5.1083,0.4136,19957748.5845,19957748.5845
601668.SH,20260427,4.81,0.3729,0.8816,0.67,5.0872,5.0872,0.4119,19875107.8036,19875107.8036
601668.SH,20260424,4.84,0.3324,0.7859,0.54,5.1189,5.1189,0.4144,19999068.9749,19999068.9749
601668.SH,20260423,4.85,0.4297,1.0159,0.73,5.1295,5.1295,0.4153,20040389.3653,20040389.3653
601668.SH,20260422,4.85,0.4508,1.0659,0.8,5.1295,5.1295,0.4153,20040389.3653,20040389.3653
601668.SH,20260421,4.85,0.7852,1.8564,1.61,5.1295,5.1295,0.4153,20040389.3653,20040389.3653
601668.SH,20260420,4.88,0.7885,1.8643,1.93,5.1612,5.1612,0.4179,20164350.5367,20164350.5367
