ts_code,trade_date,company_name,name,industry_id,industry_name,ret_20d,rs_market_20d,momentum_rank_in_industry,liquidity_rank_in_industry,pe_ttm,pb,total_mv,peer_score
600276.SH,20250205,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.04616384915474658,0.01151220813131515,0.5,0.5,51.5286,6.4143,28073989.0079,0.5217050235090324
600276.SH,20250206,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.03355119825708053,0.005314282465928022,0.5,0.5,51.9384,6.4653,28297254.0875,0.5089557040336551
600276.SH,20250207,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.007563959955505961,0.0084271418680677,0.5,0.5,53.0273,6.6008,28890501.2989,0.5151831229893591
600276.SH,20250210,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.011722272317403082,-0.0013844440166248528,0.5,0.5,52.5472,6.5411,28628962.2057,0.4869995050730017
600276.SH,20250211,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.01821817373916923,-0.03153565051558227,0.5,0.5,51.7394,6.4405,28188811.0488,0.42752289037366986
600276.SH,20250212,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.009082652134423164,-0.008681809951308628,0.5,0.5,52.0321,6.477,28348286.1057,0.47187701064093046
600276.SH,20250213,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.025028702640643052,0.008210412026774971,0.5,0.5,52.2662,6.5061,28475866.1511,0.5148193516456323
600276.SH,20250214,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.05617455896007417,0.024665571297726396,0.5,0.5,53.2732,6.6314,29024460.3467,0.5476800296956199
600276.SH,20250217,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.060698382938832784,0.01998934584764589,0.5,0.5,52.9922,6.5965,28871364.2921,0.5385597624350408
600276.SH,20250218,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.04695164681149255,0.008667806382141263,0.5,0.5,52.477,6.5323,28590688.1921,0.5157374412274189
600276.SH,20250219,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.009482953262587523,-0.015450181435997967,0.5,0.5,52.3482,6.5163,28520519.1671,0.4580190546894333
600276.SH,20250220,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.05970829535095734,0.03784306634695134,0.5,0.5,54.444,6.7772,29662360.5741,0.5694370205394704
600276.SH,20250221,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.12540792540792545,0.0858280256227335,0.5,0.5,56.5281,7.0366,30797822.9789,0.6255357584756248
600276.SH,20250224,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.12254901960784315,0.08706731571935333,0.5,0.5,56.3056,7.0089,30676621.9357,0.6264538480574116
600276.SH,20250225,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.0640161725067383,0.04309590716806522,0.5,0.5,55.4626,6.904,30217333.7719,0.5778297451125959
600276.SH,20250226,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.05362286727232424,0.02199001837115855,0.5,0.5,55.6734,6.9302,30332155.8129,0.5423793615441722
600276.SH,20250227,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07832545577312611,0.02826445873763106,0.5,0.5,56.0949,6.9827,30561799.8947,0.5541672853254145
600276.SH,20250228,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.04549590536851689,0.017654988421468065,0.5,0.5,53.8118,6.6985,29317894.4513,0.5341338777530314
600276.SH,20250303,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.028673835125448077,0.009509135556296622,0.5,0.5,53.7649,6.6927,29292378.4422,0.5176255877258105
600276.SH,20250304,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.027099664053751304,0.012560087587636382,0.5,0.5,53.6947,6.6839,29254104.4286,0.523922296461272
600276.SH,20250305,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.044762553965007834,0.01372972687396401,0.5,0.5,53.8352,6.7014,29330652.4559,0.5262694877505568
600276.SH,20250306,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.048692515779982015,0.008573786533098371,0.5,0.5,54.4674,6.7801,29675118.5786,0.5155209106656768
600276.SH,20250307,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.008611172444248139,-0.01973421978319445,0.5,0.5,53.4839,6.6577,29139282.3876,0.4493491709972779
600276.SH,20250310,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.013591800356506312,-0.004632184287149066,0.5,0.5,53.2615,6.63,29018081.3444,0.4801744617668894
600276.SH,20250311,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.026023987327449705,5.120922492229951e-05,0.5,0.5,53.0858,6.6081,28922396.3103,0.4986055431823806
600276.SH,20250312,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.012601260126012592,0.0016284201851297642,0.5,0.5,52.6877,6.5586,28705510.233,0.5016889383815887
600276.SH,20250313,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.008736559139784994,-0.00015614797938212632,0.5,0.5,52.7229,6.5629,28724647.2398,0.48949393714427125
600276.SH,20250314,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.02285714285714291,-0.007077484543998036,0.5,0.5,54.4908,6.783,29687876.5832,0.4752635486265776
600276.SH,20250317,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.02695536897923101,-0.0006101739513650895,0.5,0.5,54.4206,6.7743,29649602.5696,0.4886537985647117
600276.SH,20250318,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.03748326639892907,0.0040506501873978085,0.5,0.5,54.444,6.7772,29662360.5741,0.5064699331848552
600276.SH,20250319,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.057705211362111486,0.026409446287193328,0.5,0.5,55.369,6.8923,30166301.7537,0.5507114575600098
600276.SH,20250320,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.0027956989247310826,-0.023645123432926685,0.5,0.5,54.5962,6.7961,29745287.6037,0.44222964612719623
600276.SH,20250321,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.07104391052195524,-0.06847862782990544,0.5,0.5,52.5121,6.5367,28609825.1989,0.374992576095026
600276.SH,20250324,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.07777084632979836,-0.08495617169833403,0.5,0.5,51.9267,6.4638,28290875.0852,0.35898663697104677
600276.SH,20250325,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.05277601857715852,-0.07118722530982391,0.5,0.5,52.5355,6.5396,28622583.2034,0.3719438257856966
600276.SH,20250326,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.027760252365930493,-0.031756192900149416,0.5,0.5,54.1279,6.7378,29490127.5127,0.42719376391982183
600276.SH,20250327,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.010018785222291937,0.005626973834130133,0.5,0.5,56.6569,7.0527,30867992.0039,0.5096399406087602
600276.SH,20250328,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.05765883376849423,0.04220481393475217,0.5,0.5,56.9145,7.0847,31008330.0539,0.5764526107399159
600276.SH,20250331,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.0714285714285714,0.057310265623746304,0.5,0.5,49.5298,6.8947,31384691.1881,0.5969364018807226
600276.SH,20250401,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.12952464020933263,0.11369439678955917,0.5,0.5,52.1472,7.2591,33043231.7793,0.6426503340757238
600276.SH,20250402,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.10591561548499362,0.09941360912196417,1.0,0.5,51.1909,7.126,32437226.5633,0.859985152190052
600276.SH,20250403,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.09716251074806537,0.10524645690039736,1.0,0.5,51.3821,7.1526,32558427.6065,0.8635362534026232
600276.SH,20250407,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.06611208406304736,0.12765190852569697,1.0,1.0,49.0264,6.8247,31065741.0744,0.9731415491215045
600276.SH,20250408,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07056495933172124,0.10595655127271719,1.0,1.0,49.0264,6.8247,31065741.0744,0.9638480574115318
600276.SH,20250409,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.06352007057785625,0.09525546319808209,1.0,1.0,48.5432,6.7574,30759548.9652,0.9572482058896312
600276.SH,20250410,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07777777777777772,0.09890752356485577,1.0,0.5,48.8251,6.7966,30938161.0289,0.8596993318485524
600276.SH,20250411,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07439484787919182,0.09129825085567178,1.0,0.5,48.7043,6.7798,30861613.0016,0.8544592922543925
600276.SH,20250414,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.050064460678985956,0.09104250466545183,1.0,0.5,49.1976,6.8485,31174184.113,0.8543380351398169
600276.SH,20250415,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.038511187607573216,0.07625151533852048,1.0,0.5,48.5936,6.7644,30791443.9766,0.8425674338035141
600276.SH,20250416,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.05161290322580636,0.0812688716108968,1.0,1.0,49.2278,6.8527,31193321.1199,0.9469673348181142
600276.SH,20250417,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.03150771833368582,0.06320341627672676,1.0,1.0,49.107,6.8359,31116773.0926,0.9289000247463499
600276.SH,20250418,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.029380227321466945,0.05165592719809797,1.0,1.0,48.3218,6.7266,30619210.9152,0.9147822321207622
600276.SH,20250421,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.09632107023411374,0.10474891491343108,1.0,1.0,49.4996,6.8905,31365554.1813,0.9632157881712448
600276.SH,20250422,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.14926719278466738,0.16292782190964716,1.0,1.0,51.3117,7.1428,32513774.5906,0.981837416481069
600276.SH,20250423,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.1386226877646537,0.1546217733167936,1.0,1.0,51.4325,7.1596,32590322.6179,0.9801484780994802
600276.SH,20250424,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.10599178022928846,0.11418944235467166,1.0,1.0,51.4727,7.1652,32615838.627,0.9678148973026479
600276.SH,20250425,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.038851002273197155,0.054471647225031505,1.0,1.0,46.8706,6.8247,32067244.4314,0.9182813659985152
600276.SH,20250428,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.02797778234931081,0.03861862850008846,1.0,1.0,46.5909,6.784,31875874.3632,0.8956928977975749
600276.SH,20250429,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.008130081300812941,0.01567864226411686,1.0,0.5,46.2459,6.7337,31639851.279,0.7553489235337788
600276.SH,20250430,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.013513513513513487,-0.0024154271381712222,1.0,0.5,47.6445,6.9374,32596701.6201,0.709652313783717
600276.SH,20250506,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.002949852507374562,0.0070513398612126466,1.0,0.5,47.5512,6.9238,32532911.5974,0.7376540460282108
600276.SH,20250507,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.009208463949843315,0.006034422061550471,1.0,0.5,48.0268,6.993,32858240.7134,0.7355926750804257
600276.SH,20250508,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.058726899383983566,-0.005852338160530879,1.0,0.5,48.0734,6.9998,32890135.7247,0.7027839643652561
600276.SH,20250509,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.08439425051334704,0.0417999737146999,0.5,0.5,49.2388,7.1695,33687511.009,0.5757423904974016
600276.SH,20250512,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.051223558689340365,0.010595344529370498,0.5,0.5,47.2622,6.8817,32335162.5269,0.5198168770106409
600276.SH,20250513,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.056288659793814366,0.01975834289724454,0.5,0.5,47.7657,6.955,32679628.6497,0.5381353625340262
600276.SH,20250514,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.09342703596527469,0.04219401590653393,0.5,1.0,49.3228,7.1817,33744922.0295,0.6764439495174461
600276.SH,20250515,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.0986290157560874,0.05597954307396136,0.5,1.0,50.0593,7.289,34248863.2091,0.6952128186092552
600276.SH,20250516,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.11559975139838397,0.08444912871767052,0.5,1.0,50.2085,7.3107,34350927.2455,0.7244011383320961
600276.SH,20250519,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.09304703476482623,0.07552099419037339,0.5,1.0,49.8356,7.2564,34095767.1545,0.7168485523385302
600276.SH,20250520,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.11623616236162371,0.09490690577946737,0.5,1.0,50.7679,7.3922,34733667.3819,0.7320143528829498
600276.SH,20250521,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.16541666666666655,0.13878040746690457,0.5,1.0,52.1572,7.5945,35684138.7208,0.7513721851026973
600276.SH,20250522,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.13077079520032542,0.10030423677358824,0.5,1.0,51.8402,7.5483,35467252.6434,0.7354875030932937
600276.SH,20250523,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07311703805640435,0.05229531993123637,0.5,1.0,50.8146,7.6052,34765562.3933,0.6906310319227914
600276.SH,20250526,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.04800593634056782,0.028905878681141806,0.5,1.0,51.4931,6.2549,35229790.2648,0.6552152932442465
600276.SH,20250527,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.04856006310822747,0.03729351151930049,0.5,1.0,51.5607,6.2631,35276014.9193,0.66862286562732
600276.SH,20250528,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.0830688838302962,0.07013753023873437,0.5,1.0,52.3618,6.3604,35824107.2515,0.7114006434050978
600276.SH,20250529,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.08655855926350675,0.07159664655990072,0.5,1.0,52.217,6.3428,35725054.4203,0.7129076961148231
600276.SH,20250530,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.1076137492689,0.09507050717007326,1.0,1.0,52.8347,6.4179,36147679.8331,0.9571356099975254
600276.SH,20250603,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07785024348151781,0.05729103179964645,0.5,1.0,52.9698,6.4343,36240129.1421,0.6969104182133136
600276.SH,20250604,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.08803191707502944,0.07175083170509211,0.5,1.0,53.3656,6.4823,36510873.5471,0.7130895817866865
600276.SH,20250605,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.04978716527978655,0.04176440662188585,0.5,1.0,52.0046,6.317,35579776.9347,0.6756990843850532
600276.SH,20250606,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.04721194800027728,0.043725712275747286,0.5,1.0,51.9274,6.3076,35526948.7581,0.6788344469190795
600276.SH,20250609,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.03306703184182558,0.032015618238217636,0.5,1.0,52.4679,6.3733,35896745.9943,0.6605592675080426
600276.SH,20250610,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.09151805250525769,0.10121824238046462,0.5,1.0,53.2111,6.4636,36405217.194,0.7360937886661718
600276.SH,20250611,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.0717847676554193,0.07766436672468613,0.5,1.0,52.8058,6.4143,36127869.2669,0.7187626825043306
600276.SH,20250612,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.059008343416799613,0.08170793688542544,0.5,1.0,53.8771,6.5445,36860860.2171,0.7222791388270231
600276.SH,20250613,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.007349096463871163,0.030654886316768826,0.5,1.0,52.0143,6.3182,35586380.4568,0.6581774313288791
600276.SH,20250616,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.001933214792210869,0.013584499468131894,0.5,1.0,51.8888,6.303,35500534.6698,0.625879732739421
600276.SH,20250617,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.026619806463226703,-0.018806531303716234,0.5,1.0,50.0357,6.0778,34232658.4316,0.5513845582776541
600276.SH,20250618,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.045049347515331184,-0.03153716215799107,0.5,1.0,50.0067,6.0743,34212847.8654,0.5275142291512003
600276.SH,20250619,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.0746115016201081,-0.05155553624343778,0.5,1.0,49.7847,6.0474,34060966.8577,0.4952598366740906
600276.SH,20250620,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.06570355216055712,-0.043786485991855306,0.5,1.0,49.9584,6.0685,34179830.255,0.5072036624597872
600276.SH,20250623,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.046605504587155955,-0.036621074756092775,0.5,1.0,50.1515,6.0919,34311900.6965,0.5191041821331354
600276.SH,20250624,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.022492970946579205,-0.028605056031444476,0.5,1.0,50.5916,6.1454,34612997.3429,0.5332999257609503
600276.SH,20250625,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.008798202920254683,-0.032053346552884276,0.5,1.0,51.3677,6.0944,35143973.3328,0.5268473150210344
600276.SH,20250626,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.040000000000000036,-0.06064912532051059,0.5,1.0,50.5237,5.9943,34566536.9438,0.4838963127938629
600276.SH,20250627,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.03974121996303148,-0.045938494428760746,0.5,1.0,50.3975,5.9793,34480253.3454,0.5037738183617917
600276.SH,20250630,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.051881622214103085,-0.06430923856691362,0.5,1.0,50.349,5.9736,34447067.3461,0.4796523137837169
600276.SH,20250701,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.04409620991253649,-0.05541494815350434,0.5,1.0,50.8923,6.038,34818750.539,0.48992452363276423
600276.SH,20250702,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.054982817869415834,-0.0667739630586428,0.5,1.0,50.6886,6.0139,34679369.3417,0.47674214303390255
600276.SH,20250703,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.02616926503340755,-0.03821181708524657,0.5,1.0,50.902,6.0392,34825387.7389,0.5162633011630785
600276.SH,20250704,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.010037174721189701,-0.02922515185818486,0.5,1.0,51.6684,6.1301,35349726.5289,0.5320267260579065
600276.SH,20250707,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.03145695364238421,-0.04809546070550941,0.5,1.0,51.0766,6.0599,34944857.3366,0.5005085374907201
600276.SH,20250708,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.03138037366225288,-0.05782864956168554,0.5,1.0,51.8042,6.1462,35442647.3272,0.4870836426627073
600276.SH,20250709,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.04532992140376524,0.027580561369457968,0.5,1.0,55.481,6.5824,37958146.0794,0.6528421182875526
600276.SH,20250710,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.03188821211035475,0.0074909672652343495,0.5,1.0,55.8787,6.6296,38230271.2742,0.6135115070527097
600276.SH,20250711,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.05585451846353684,0.02583706388743101,0.5,1.0,55.1996,6.5491,37765667.2831,0.6496807720861173
600276.SH,20250714,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.0641741071428572,0.037061052930603466,0.5,1.0,55.5004,6.5847,37971420.4792,0.6682764167285326
600276.SH,20250715,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.10378086419753085,0.0802058967092798,0.5,1.0,55.5101,6.5859,37978057.679,0.7211185350160851
600276.SH,20250716,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.1044199961397414,0.08166604861783977,0.5,1.0,55.5101,6.5859,37978057.679,0.7222531551596141
600276.SH,20250717,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.11923226056611091,0.08969179234147151,0.5,1.0,56.0048,6.6446,38316554.8726,0.7283593170007424
600276.SH,20250718,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.13523956723338482,0.10128053989951114,0.5,1.0,57.004,6.7631,39000186.4596,0.7361111111111112
600276.SH,20250721,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.11624326404926877,0.08366609681361004,0.5,1.0,56.2667,6.6757,38495759.2692,0.7237602078693393
600276.SH,20250722,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.10086289549376781,0.07278377126573421,0.5,0.5,55.6944,6.6078,38104164.4766,0.6142761692650334
600276.SH,20250723,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07894239848914064,0.05948180999853392,0.5,0.5,55.4227,6.5755,37918322.8802,0.5997426379609008
600276.SH,20250724,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.10407066052227343,0.07705659202399007,0.5,0.5,55.7817,6.6181,38163899.2755,0.6182343479336798
600276.SH,20250725,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.08565928777670839,0.05317852496100439,0.5,0.5,54.7146,6.4915,37433807.2894,0.591800296956199
600276.SH,20250728,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.19537572254335256,0.16190131543649966,0.5,0.5,60.186,7.1407,41177188.0183,0.6567161593664934
600276.SH,20250729,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.21616469691193263,0.18272521795006424,0.5,1.0,61.8934,7.3432,42345335.1961,0.7599294729027468
600276.SH,20250730,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.2170334928229667,0.1814791332040766,0.5,0.5,61.6897,7.3191,42205953.9988,0.6597735708982926
600276.SH,20250731,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.19878025538402877,0.17989833996375815,0.5,0.5,61.0203,7.2396,41747987.2075,0.6595050730017322
600276.SH,20250801,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.1511453248216299,0.14615117058968785,0.5,0.5,59.4778,7.0566,40692672.4275,0.6531304132640435
600276.SH,20250804,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.1775878442545109,0.16372712636590014,0.5,0.5,60.1472,7.1361,41150639.2188,0.6569846572630538
600276.SH,20250805,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.16666666666666652,0.15081729344405237,0.5,0.5,60.4383,7.1706,41349755.215,0.6543170007423904
600276.SH,20250806,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07676167162091274,0.055774491045361696,0.5,0.5,59.7398,7.0877,40871876.8241,0.5948923533778767
600276.SH,20250807,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.05572916666666661,0.04072112276980144,0.5,0.5,58.9928,6.9991,40360812.4338,0.5738888888888889
600276.SH,20250808,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07188049209138847,0.060126928821296444,0.5,0.5,59.1674,7.0198,40480282.0315,0.6005481316505816
600276.SH,20250811,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.0674707219017654,0.055835430394887364,0.5,0.5,59.245,7.029,40533379.6305,0.5950049492699827
600276.SH,20250812,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.06343935686822788,0.04167723012143454,0.5,0.5,59.0316,7.0037,40387361.2333,0.5755171987131897
600276.SH,20250813,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.0941978329255504,0.06789998031462385,0.5,0.5,60.739,7.2063,41555508.4111,0.6091920316753279
600276.SH,20250814,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.08816906287891912,0.05711883892786851,0.5,0.5,60.9427,7.2304,41694889.6085,0.5966419203167532
600276.SH,20250815,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07896528250510548,0.054237662914551565,0.5,0.5,61.5054,7.2972,42079847.2012,0.593038851769364
600276.SH,20250818,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.08758620689655161,0.06354999933360195,0.5,0.5,61.1949,7.2604,41867456.8052,0.6043504083147736
600276.SH,20250819,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.07455147186901234,0.06730258987445192,0.5,0.5,59.8465,7.1004,40944886.0227,0.6085597624350408
600276.SH,20250820,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.10012252756870299,0.0837757844833642,1.0,0.5,60.9718,7.2339,41714801.2081,0.8488121752041574
600276.SH,20250821,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.11286956521739122,0.09518614779819967,1.0,0.5,57.7459,7.2644,42471441.9937,0.8571789161098738
600276.SH,20250822,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.15212765957446805,0.10451535575628124,1.0,0.5,58.6393,7.3768,43128524.7813,0.8630858698341994
600276.SH,20250825,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.06802063185041907,0.0012696413829262898,0.5,0.5,59.7944,7.5221,43978086.3651,0.5010133630289533
600276.SH,20250826,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.023510971786834034,-0.033878822536064446,1.0,0.5,58.9281,7.4132,43340915.1772,0.6488938381588716
600276.SH,20250827,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,-0.008491901242333788,-0.04361633485307859,1.0,0.5,56.8976,7.1577,41847545.2056,0.6325241276911656
600276.SH,20250828,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.002066772655008098,-0.06447988892759282,1.0,0.5,56.8796,7.1555,41834270.8058,0.6044357832219748
600276.SH,20250829,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.08024792040450168,-0.0004828308141588966,0.5,0.5,59.7673,7.5187,43958174.7655,0.48896560257362043
600276.SH,20250901,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.10241935483870979,0.02593726312866229,0.5,0.5,61.6804,7.7594,45365261.1388,0.5498193516456322
600276.SH,20250902,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.10545746388443034,0.03302036170391398,0.5,0.5,62.1497,7.8184,45710395.5322,0.5619970304380104
600276.SH,20250903,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.16888600194868464,0.11041437409285138,0.5,0.5,64.9562,8.1715,47774564.6931,0.6411172976985895
600276.SH,20250904,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.12892616345995722,0.08884523750429785,1.0,0.5,61.9512,7.7935,45564377.135,0.8527530314278644
600276.SH,20250905,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.18822757829152303,0.1333576497563982,1.0,0.5,65.3984,8.2271,48099787.4869,0.8748564711705024
600276.SH,20250908,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.1840510889143605,0.13029051670089542,0.5,0.5,65.254,8.209,47993592.2889,0.648929720366246
600276.SH,20250909,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.16828266228430566,0.12495549351226876,1.0,0.5,64.1531,8.0705,47183853.9043,0.8723447166542935
600276.SH,20250910,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.12314326784858642,0.07813381808491227,1.0,0.5,63.4582,7.9831,46672789.514,0.8441697599604059
600276.SH,20250911,恒瑞医药,恒瑞医药,IND_化学制药,化学制药,0.08707418019738955,0.032783947852487394,1.0,0.5,61.6263,7.7526,45325437.9395,0.7866505815392231
